Group,Element,Name,VR,VM,Basic Prof.,Rtn. UIDs Opt.,Rtn. Dev. Id. Opt.,Rtn. Inst. Id. Opt.,Rtn. Pat. Chars. Opt.,Rtn. Long. Full Dates Opt.,Rtn. Long. Modif. Dates Opt.,Clean Desc. Opt.,Clean Struct. Cont. Opt.,Clean Graph. Opt.,TCIA element_sig_pattern,Final CTP Script
0008,1111,Referenced Performed Procedure Step Sequence,SQ,,replace,keep,,,,,,,,,"(0008,1111)",@process()
0008,1120,Referenced Patient Sequence,SQ,,remove,keep,,,,,,,,,"(0008,1120)",@remove()
0008,1140,Referenced Image Sequence,SQ,,blank,keep,,,,,,,,,"(0008,1140)",@process()
0008,1155,Referenced SOP Instance UID,UI,,func:generate_hashuid,keep,,,,,,,,,"(0008,1155)","@hashuid(@UIDROOT,this)"
0008,1195,Transaction UID,UI,,func:generate_hashuid,keep,,,,,,,,,"(0008,1195)","@hashuid(@UIDROOT,this)"
0008,1301,Principal Diagnosis Code Sequence,SQ,,remove,,,,,,,func:clean_descriptors_with_llm,,,,
0008,1302,Primary Diagnosis Code Sequence,SQ,,remove,,,,,,,func:clean_descriptors_with_llm,,,,
0008,1303,Secondary Diagnoses Code Sequence,SQ,,remove,,,,,,,func:clean_descriptors_with_llm,,,,
0008,1304,Histological Diagnoses Code Sequence,SQ,,remove,,,,,,,func:clean_descriptors_with_llm,,,,
0008,2111,Derivation Description,ST,,remove,,,,,,,func:clean_descriptors_with_llm,,,"(0008,2111)",@remove()
0008,2112,Source Image Sequence,SQ,,blank,keep,,,,,,,,,"(0008,2112)",@process()
0008,3010,Irradiation Event UID,UI,,func:generate_hashuid,keep,,,,,,,,,"(0008,3010)","@hashuid(@UIDROOT,this)"
0008,4000,Identifying Comments,LT,,remove,,,,,,,func:clean_descriptors_with_llm,,,"(0008,4000)",@remove()
0010,0010,Patient's Name,PN,,blank,,,,,,,,,,"(0010,0010)","LOOKUP(PatientID,ptid)"
0010,0011,Person Names to Use Sequence,SQ,,remove,,,,,,,,,,,
0010,0012,Name to Use,LT,,remove,,,,,,,,,,,
0010,0013,Name to Use Comment,UT,,remove,,,,,,,,,,,
0010,0014,Third Person Pronouns Sequence,SQ,,remove,,,,,,,,,,,
0010,0015,Pronoun Code Sequence,SQ,,remove,,,,,,,,,,,
0010,0016,Pronoun Comment,UT,,remove,,,,,,,func:clean_descriptors_with_llm,,,,
0010,0021,Issuer of Patient ID,LO,,remove,,,,,,,,,,"(0010,0021)",@remove()
0010,0030,Patient's Birth Date,DA,,func:set_fixed_datetime,,,,,,,,,,"(0010,0030)",@empty()
0010,0032,Patient's Birth Time,TM,,remove,,,,,,,,,,"(0010,0032)",@remove()
0010,0040,Patient's Sex,CS,,blank,,,,keep,,,,,,"(0010,0040)",@keep()
0010,0041,Gender Identity Sequence,SQ,,remove,,,,,,,,,,,
0010,0042,Sex Parameters for Clinical Use Category Comment,UT,,remove,,,,C,,,func:clean_descriptors_with_llm,,,,
0010,0043,Sex Parameters for Clinical Use Category Sequence,SQ,,remove,,,,keep,,,,,,,
0010,0044,Gender Identity Code Sequence,SQ,,remove,,,,,,,,,,,
0010,0045,Gender Identity Comment,UT,,remove,,,,,,,func:clean_descriptors_with_llm,,,,
0010,0046,Sex Parameters for Clinical Use Category Code Sequence,SQ,,remove,,,,keep,,,,,,,
0010,0047,Sex Parameters for Clinical Use Category Reference,UR,,remove,,,,keep,,,,,,,
0010,0050,Patient's Insurance Plan Code Sequence,SQ,,remove,,,,,,,,,,"(0010,0050)",@remove()
0010,0101,Patient's Primary Language Code Sequence,SQ,,remove,,,,,,,,,,"(0010,0101)",@remove()
0010,0102,Patient's Primary Language Modifier Code Sequence,SQ,,remove,,,,,,,,,,"(0010,0102)",@remove()
0010,1000,Other Patient IDs,LO,,remove,,,,,,,,,,"(0010,1000)",@remove()
0010,1001,Other Patient Names,PN,,remove,,,,,,,,,,"(0010,1001)",@remove()
0010,1002,Other Patient IDs Sequence,SQ,,remove,,,,,,,,,,"(0010,1002)",@remove()
0010,1005,Patient's Birth Name,PN,,remove,,,,,,,,,,"(0010,1005)",@remove()
0010,1010,Patient's Age,AS,,remove,,,,keep,,,,,,"(0010,1010)",@keep()
0010,1020,Patient's Size,DS,,remove,,,,keep,,,,,,"(0010,1020)",@keep()
0010,1030,Patient's Weight,DS,,remove,,,,keep,,,,,,"(0010,1030)",@keep()
0010,1040,Patient's Address,LO,,remove,,,,,,,,,,"(0010,1040)",@remove()
0010,1050,Insurance Plan Identification,LO,,remove,,,,,,,,,,"(0010,1050)",@remove()
0010,1060,Patient's Mother's Birth Name,PN,,remove,,,,,,,,,,"(0010,1060)",@remove()
0010,1080,Military Rank,LO,,remove,,,,,,,,,,"(0010,1080)",@remove()
0010,1081,Branch of Service,LO,,remove,,,,,,,,,,"(0010,1081)",@remove()
0010,1090,Medical Record Locator,LO,,remove,,,,,,,,,,"(0010,1090)",@remove()
0010,1100,Referenced Patient Photo Sequence,SQ,,remove,,,,,,,,,,"(0010,1100)",@remove()
0010,2000,Medical Alerts,LO,,remove,,,,,,,func:clean_descriptors_with_llm,,,"(0010,2000)",@keep()
0010,2110,Allergies,LO,,remove,,,,C,,,func:clean_descriptors_with_llm,,,"(0010,2110)",@remove()
0010,2150,Country of Residence,LO,,remove,,,,,,,,,,"(0010,2150)",@remove()
0010,2152,Region of Residence,LO,,remove,,,,,,,,,,"(0010,2152)",@remove()
0010,2154,Patient's Telephone Numbers,SH,,remove,,,,,,,,,,"(0010,2154)",@remove()
0010,2155,Patient's Telecom Information,LT,,remove,,,,,,,,,,"(0010,2155)",@remove()
0010,2160,Ethnic Group,SH,,remove,,,,keep,,,,,,"(0010,2160)",@keep()
0010,2161,Ethnic Group Code Sequence,SQ,,remove,,,,keep,,,,,,,
0010,2162,Ethnic Groups,UC,,remove,,,,keep,,,,,,,
0010,2180,Occupation,SH,,remove,,,,,,,func:clean_descriptors_with_llm,,,"(0010,2180)",@remove()
0010,21a0,Smoking Status,CS,,remove,,,,keep,,,,,,"(0010,21A0)",@keep()
0010,21b0,Additional Patient History,LT,,remove,,,,,,,func:clean_descriptors_with_llm,,,"(0010,21B0)",@keep()
0010,21c0,Pregnancy Status,US,,remove,,,,keep,,,,,,"(0010,21C0)",@keep()
0010,21d0,Last Menstrual Date,DA,,remove,,,,,keep,func:hash_increment_date,,,,"(0010,21D0)","@incrementdate(this,@DATEINC)"
0010,21f0,Patient's Religious Preference,LO,,remove,,,,,,,,,,"(0010,21F0)",@remove()
0010,2203,Patient's Sex Neutered,CS,,blank,,,,keep,,,,,,"(0010,2203)",@keep()
0010,2297,Responsible Person,PN,,remove,,,,,,,,,,"(0010,2297)",@remove()
0010,2299,Responsible Organization,LO,,remove,,,,,,,,,,"(0010,2299)",@remove()
0010,4000,Patient Comments,LT,,remove,,,,,,,func:clean_descriptors_with_llm,,,"(0010,4000)",@remove()
0012,0010,Clinical Trial Sponsor Name,LO,,replace,,,,,,,,,,"(0012,0010)",removed
0012,0020,Clinical Trial Protocol ID,LO,,replace,,,,,,,,,,"(0012,0020)",removed
0012,0021,Clinical Trial Protocol Name,LO,,blank,,,,,,,,,,"(0012,0021)",@empty()
0012,0022,Issuer of Clinical Trial Protocol ID,LO,,remove,,,,,,,,,,,
0012,0023,Other Clinical Trial Protocol IDs Sequence,SQ,,remove,,,,,,,,,,,
0012,0030,Clinical Trial Site ID,LO,,blank,,,keep,,,,,,,"(0012,0030)",@empty()
0012,0031,Clinical Trial Site Name,LO,,blank,,,keep,,,,,,,"(0012,0031)",@empty()
0012,0032,Issuer of Clinical Trial Site ID,LO,,remove,,,,,,,,,,,
0012,0040,Clinical Trial Subject ID,LO,,replace,,,,,,,,,,"(0012,0040)",removed
0012,0041,Issuer of Clinical Trial Subject ID,LO,,remove,,,,,,,,,,,
0012,0042,Clinical Trial Subject Reading ID,LO,,replace,,,,,,,,,,"(0012,0042)",removed
0012,0043,Issuer of Clinical Trial Subject Reading ID,LO,,remove,,,,,,,,,,,
0012,0050,Clinical Trial Time Point ID,LO,,blank,,,,,,,,,,"(0012,0050)",@empty()
0012,0051,Clinical Trial Time Point Description,ST,,remove,,,,,,,func:clean_descriptors_with_llm,,,"(0012,0051)",@keep()
0012,0055,Issuer of Clinical Trial Time Point ID,LO,,remove,,,,,,,,,,,
0012,0060,Clinical Trial Coordinating Center Name,LO,,blank,,,keep,,,,,,,"(0012,0060)",@empty()
0012,0071,Clinical Trial Series ID,LO,,remove,,,,,,,,,,"(0012,0071)",@remove()
0012,0072,Clinical Trial Series Description,LO,,remove,,,,,,,func:clean_descriptors_with_llm,,,"(0012,0072)",@keep()
0012,0073,Issuer of Clinical Trial Series ID,LO,,remove,,,,,,,,,,,
0012,0081,Clinical Trial Protocol Ethics Committee Name,LO,,replace,,,keep,,,,,,,"(0012,0081)",removed
0012,0082,Clinical Trial Protocol Ethics Committee Approval Number,LO,,remove,,,,,,,,,,"(0012,0082)",@remove()
0012,0086,Ethics Committee Approval Effectiveness Start Date,DA,,remove,,,,,keep,func:hash_increment_date,,,,"(0012,0086)","@incrementdate(this,@DATEINC)"
0012,0087,Ethics Committee Approval Effectiveness End Date,DA,,remove,,,,,keep,func:hash_increment_date,,,,"(0012,0087)","@incrementdate(this,@DATEINC)"
0014,407c,Calibration Time,TM,,remove,,keep,,,keep,keep,,,,"(0014,407C)",@keep()
0014,407e,Calibration Date,DA,,remove,,keep,,,keep,func:hash_increment_date,,,,"(0014,407E)","@incrementdate(this,@DATEINC)"
0016,002b,Maker Note,OB,,remove,,,,,,,func:clean_descriptors_with_llm,,,"(0016,002B)",@keep()
0016,004b,Device Setting Description,OB,,remove,,,,,,,func:clean_descriptors_with_llm,,,"(0016,004B)",@keep()
0016,004d,Camera Owner Name,UT,,remove,,,,,,,,,,"(0016,004D)",@remove()
0016,004e,Lens Specification,DS,,remove,,keep,,,,,,,,"(0016,004E)",@remove()
0016,004f,Lens Make,UT,,remove,,keep,,,,,,,,"(0016,004F)",@remove()
0016,0050,Lens Model,UT,,remove,,keep,,,,,,,,"(0016,0050)",@remove()
0016,0051,Lens Serial Number,UT,,remove,,keep,,,,,,,,"(0016,0051)",@remove()
0016,0070,GPS Version ID,OB,,remove,,,,,,,,,,"(0016,0070)",@remove()
0016,0071,GPS Latitude​ Ref,CS,,remove,,,,,,,,,,"(0016,0071)",@remove()
0016,0072,GPS Latitude​,DS,,remove,,,,,,,,,,"(0016,0072)",@remove()
0016,0073,GPS Longitude Ref,CS,,remove,,,,,,,,,,"(0016,0073)",@remove()
0016,0074,GPS Longitude,DS,,remove,,,,,,,,,,"(0016,0074)",@remove()
0016,0075,GPS Altitude​ Ref,US,,remove,,,,,,,,,,"(0016,0075)",@remove()
0016,0076,GPS Altitude​,DS,,remove,,,,,,,,,,"(0016,0076)",@remove()
0016,0077,GPS Time​ Stamp,DT,,remove,,,,,,,,,,"(0016,0077)",@remove()
0016,0078,GPS Satellites,UT,,remove,,,,,,,,,,"(0016,0078)",@remove()
0016,0079,GPS Status,CS,,remove,,,,,,,,,,"(0016,0079)",@remove()
0016,007a,GPS Measure ​Mode,CS,,remove,,,,,,,,,,"(0016,007A)",@remove()
0016,007b,GPS DOP,DS,,remove,,,,,,,,,,"(0016,007B)",@remove()
0016,007c,GPS Speed​ Ref,CS,,remove,,,,,,,,,,"(0016,007C)",@remove()
0016,007d,GPS Speed​,DS,,remove,,,,,,,,,,"(0016,007D)",@remove()
0016,007e,GPS Track ​Ref,CS,,remove,,,,,,,,,,"(0016,007E)",@remove()
0016,007f,GPS Track,DS,,remove,,,,,,,,,,"(0016,007F)",@remove()
0016,0080,GPS Img​ Direction Ref,CS,,remove,,,,,,,,,,"(0016,0080)",@remove()
0016,0081,GPS Img ​Direction,DS,,remove,,,,,,,,,,"(0016,0081)",@remove()
0016,0082,GPS Map​ Datum,UT,,remove,,,,,,,,,,"(0016,0082)",@remove()
0016,0083,GPS Dest​ Latitude Ref,CS,,remove,,,,,,,,,,"(0016,0083)",@remove()
0016,0084,GPS Dest​ Latitude,DS,,remove,,,,,,,,,,"(0016,0084)",@remove()
0016,0085,GPS Dest ​Longitude Ref,CS,,remove,,,,,,,,,,"(0016,0085)",@remove()
0016,0086,GPS Dest ​Longitude,DS,,remove,,,,,,,,,,"(0016,0086)",@remove()
0016,0087,GPS Dest​ Bearing Ref,CS,,remove,,,,,,,,,,"(0016,0087)",@remove()
0016,0088,GPS Dest ​Bearing,DS,,remove,,,,,,,,,,"(0016,0088)",@remove()
0016,0089,GPS Dest ​Distance Ref,CS,,remove,,,,,,,,,,"(0016,0089)",@remove()
0016,008a,GPS Dest ​Distance,DS,,remove,,,,,,,,,,"(0016,008A)",@remove()
0016,008b,GPS Processing​ Method,OB,,remove,,,,,,,,,,"(0016,008B)",@remove()
0016,008c,GPS Area ​Information,OB,,remove,,,,,,,,,,"(0016,008C)",@remove()
0016,008d,GPS Date​ Stamp,DT,,remove,,,,,keep,func:hash_increment_date,,,,"(0016,008D)","@incrementdate(this,@DATEINC)"
0016,008e,GPS Differential,IS,,remove,,,,,,,,,,"(0016,008E)",@remove()
0018,0010,Contrast/Bolus Agent,LO,,replace,,,,,,,func:clean_descriptors_with_llm,,,"(0018,0010)",@keep()
0018,0027,Intervention Drug Stop Time,TM,,remove,,,,,keep,keep,,,,"(0018,0027)",@keep()
0018,0035,Intervention Drug Start Time,TM,,remove,,,,,keep,keep,,,,"(0018,0035)",@keep()
0018,1000,Device Serial Number,LO,,replace,,keep,,,,,,,,"(0018,1000)",@remove()
0018,1002,Device UID,UI,,func:generate_hashuid,keep,keep,,,,,,,,"(0018,1002)","@hashuid(@UIDROOT,this)"
0018,1004,Plate ID,LO,,remove,,keep,,,,,,,,"(0018,1004)",@remove()
0018,1005,Generator ID,LO,,remove,,keep,,,,,,,,"(0018,1005)",@remove()
0018,1007,Cassette ID,LO,,remove,,keep,,,,,,,,"(0018,1007)",@remove()
0018,1008,Gantry ID,LO,,remove,,keep,,,,,,,,"(0018,1008)",@remove()
0018,1009,Unique Device Identifier,UT,,remove,,keep,,,,,,,,"(0018,1009)",@remove()
0018,100a,UDI Sequence,SQ,,remove,,keep,,,,,,,,"(0018,100A)",@remove()
0018,100b,Manufacturer's Device Class UID,UI,,func:generate_hashuid,keep,keep,,,,,,,,"(0018,100B)","@hashuid(@UIDROOT,this)"
0018,1010,Secondary Capture Device ID,LO,,remove,,keep,,,,,,,,,
0018,1011,Hardcopy Creation Device ID,LO,,remove,,keep,,,,,,,,,
0018,1012,Date of Secondary Capture,DA,,remove,,,,,keep,func:hash_increment_date,,,,"(0018,1012)","@incrementdate(this,@DATEINC)"
0018,1014,Time of Secondary Capture,TM,,remove,,,,,keep,keep,,,,"(0018,1014)",@keep()
0018,1030,Protocol Name,LO,,replace,,,,,,,func:clean_descriptors_with_llm,,,"(0018,1030)",@keep()
0018,1042,Contrast/Bolus Start Time,TM,,remove,,,,,keep,keep,,,,"(0018,1042)",@keep()
0018,1043,Contrast/Bolus Stop Time,TM,,remove,,,,,keep,keep,,,,"(0018,1043)",@keep()
0018,1072,Radiopharmaceutical Start Time,TM,,remove,,,,,keep,keep,,,,"(0018,1072)",@keep()
0018,1073,Radiopharmaceutical Stop Time,TM,,remove,,,,,keep,keep,,,,"(0018,1073)",@keep()
0018,1078,Radiopharmaceutical Start DateTime,DT,,remove,,,,,keep,func:hash_increment_date,,,,"(0018,1078)","@incrementdate(this,@DATEINC)"
0018,1079,Radiopharmaceutical Stop DateTime,DT,,remove,,,,,keep,func:hash_increment_date,,,,"(0018,1079)","@incrementdate(this,@DATEINC)"
0018,11bb,Acquisition Field Of View Label,LO,,replace,,,,,,,func:clean_descriptors_with_llm,,,"(0018,11BB)",@keep()
0018,1200,Date of Last Calibration,DA,,remove,,keep,,,keep,func:hash_increment_date,,,,"(0018,1200)",@remove()
0018,1201,Time of Last Calibration,TM,,remove,,keep,,,keep,keep,,,,"(0018,1201)",@remove()
0018,1202,DateTime of Last Calibration,DT,,remove,,keep,,,keep,func:hash_increment_date,,,,"(0018,1202)","@incrementdate(this,@DATEINC)"
0018,1203,Calibration DateTime,DT,,func:set_fixed_datetime,,keep,,,keep,func:hash_increment_date,,,,"(0018,1203)","@incrementdate(this,@DATEINC)"
0018,1204,Date of Manufacture,DA,,remove,,keep,,,keep,func:hash_increment_date,,,,"(0018,1204)","@incrementdate(this,@DATEINC)"
0018,1205,Date of Installation,DA,,remove,,keep,,,keep,func:hash_increment_date,,,,"(0018,1205)","@incrementdate(this,@DATEINC)"
0018,1400,Acquisition Device Processing Description,LO,,replace,,,,,,,func:clean_descriptors_with_llm,,,"(0018,1400)",@keep()
0018,2042,Target UID,UI,,func:generate_hashuid,keep,,,,,,,,,"(0018,2042)","@hashuid(@UIDROOT,this)"
0018,4000,Acquisition Comments,LT,,remove,,,,,,,func:clean_descriptors_with_llm,,,"(0018,4000)",@keep()
0018,5011,Transducer Identification Sequence,SQ,,remove,,keep,,,,,,,,"(0018,5011)",@remove()
0018,700a,Detector ID,SH,,replace,,keep,,,,,,,,"(0018,700A)",@remove()
0018,700c,Date of Last Detector Calibration,DA,,func:set_fixed_datetime,,keep,,,keep,func:hash_increment_date,,,,"(0018,700C)","@incrementdate(this,@DATEINC)"
0018,700e,Time of Last Detector Calibration,TM,,func:set_fixed_datetime,,keep,,,keep,keep,,,,"(0018,700E)",@keep()
0018,9074,Frame Acquisition DateTime,DT,,func:set_fixed_datetime,,,,,keep,func:hash_increment_date,,,,"(0018,9074)","@incrementdate(this,@DATEINC)"
0018,9151,Frame Reference DateTime,DT,,func:set_fixed_datetime,,,,,keep,func:hash_increment_date,,,,"(0018,9151)","@incrementdate(this,@DATEINC)"
0018,9185,Respiratory Motion Compensation Technique Description,ST,,remove,,,,,,,func:clean_descriptors_with_llm,,,"(0018,9185)",@keep()
0018,9367,X-Ray Source ID,UC,,replace,,keep,,,,,,,,"(0018,9367)",removed
0018,9369,Source Start DateTime,DT,,func:set_fixed_datetime,,,,,keep,func:hash_increment_date,,,,"(0018,9369)","@incrementdate(this,@DATEINC)"
0018,936a,Source End DateTime,DT,,func:set_fixed_datetime,,,,,keep,func:hash_increment_date,,,,"(0018,936A)","@incrementdate(this,@DATEINC)"
0018,9371,X-Ray Detector ID,UC,,replace,,keep,,,,,,,,"(0018,9371)",removed
0018,9373,X-Ray Detector Label,ST,,remove,,keep,,,,,,,,"(0018,9373)",@remove()
0018,937b,Multi-energy Acquisition Description,UT,,remove,,,,,,,func:clean_descriptors_with_llm,,,"(0018,937B)",@keep()
0018,937f,Decomposition Description,UT,,remove,,,,,,,func:clean_descriptors_with_llm,,,"(0018,937F)",@keep()
0018,9424,Acquisition Protocol Description,LT,,remove,,,,,,,func:clean_descriptors_with_llm,,,"(0018,9424)",@keep()
0018,9516,Start Acquisition DateTime,DT,,func:set_fixed_datetime,,,,,keep,func:hash_increment_date,,,,"(0018,9516)","@incrementdate(this,@DATEINC)"
0018,9517,End Acquisition DateTime,DT,,func:set_fixed_datetime,,,,,keep,func:hash_increment_date,,,,"(0018,9517)","@incrementdate(this,@DATEINC)"
0018,9623,Functional Sync Pulse,DT,,func:set_fixed_datetime,,,,,keep,func:hash_increment_date,,,,"(0018,9623)",@keep()
0018,9701,Decay Correction DateTime,DT,,func:set_fixed_datetime,,,,,keep,func:hash_increment_date,,,,"(0018,9701)","@incrementdate(this,@DATEINC)"
0018,9804,Exclusion Start DateTime,DT,,func:set_fixed_datetime,,,,,keep,func:hash_increment_date,,,,"(0018,9804)","@incrementdate(this,@DATEINC)"
0018,9919,Instruction Performed DateTime,DT,,func:set_fixed_datetime,,,,,keep,func:hash_increment_date,,,,"(0018,9919)","@incrementdate(this,@DATEINC)"
0018,9937,Requested Series Description,LO,,remove,,,,,,,func:clean_descriptors_with_llm,,,"(0018,9937)",@keep()
0018,a002,Contribution DateTime,DT,,remove,,,,,keep,func:hash_increment_date,,,,"(0018,A002)","@incrementdate(this,@DATEINC)"
0018,a003,Contribution Description,ST,,remove,,,,,,,func:clean_descriptors_with_llm,,,"(0018,A003)",@keep()
0020,000d,Study Instance UID,UI,,func:generate_hashuid,keep,,,,,,,,,"(0020,000D)","@hashuid(@UIDROOT,this)"
0020,000e,Series Instance UID,UI,,func:generate_hashuid,keep,,,,,,,,,"(0020,000E)","@hashuid(@UIDROOT,this)"
0020,0010,Study ID,SH,,blank,,,,,,,,,,"(0020,0010)",@empty()
0020,0027,Pyramid Label,LO,,remove,,,,,,,func:clean_descriptors_with_llm,,,"(0020,0027)",@keep()
0020,0052,Frame of Reference UID,UI,,func:generate_hashuid,keep,,,,,,,,,"(0020,0052)","@hashuid(@UIDROOT,this)"
0020,0200,Synchronization Frame of Reference UID,UI,,func:generate_hashuid,keep,,,,,,,,,"(0020,0200)","@hashuid(@UIDROOT,this)"
0020,3401,Modifying Device ID,CS,,remove,,keep,,,,,,,,"(0020,3401)",@remove()
0020,3403,Modified Image Date,DA,,remove,,,,,keep,func:hash_increment_date,,,,"(0020,3403)","@incrementdate(this,@DATEINC)"
0020,3405,Modified Image Time,TM,,remove,,,,,keep,keep,,,,"(0020,3405)",@keep()
0020,3406,Modified Image Description,LO,,remove,,,,,,,,,,"(0020,3406)",@remove()
0020,4000,Image Comments,LT,,remove,,,,,,,func:clean_descriptors_with_llm,,,"(0020,4000)",@remove()
0020,9158,Frame Comments,LT,,remove,,,,,,,func:clean_descriptors_with_llm,,,"(0020,9158)",@remove()
0020,9161,Concatenation UID,UI,,func:generate_hashuid,keep,,,,,,,,,"(0020,9161)","@hashuid(@UIDROOT,this)"
0020,9164,Dimension Organization UID,UI,,func:generate_hashuid,keep,,,,,,,,,"(0020,9164)","@hashuid(@UIDROOT,this)"
0028,1199,Palette Color Lookup Table UID,UI,,func:generate_hashuid,keep,,,,,,,,,"(0028,1199)","@hashuid(@UIDROOT,this)"
0028,1214,Large Palette Color Lookup Table UID,UI,,func:generate_hashuid,keep,,,,,,,,,"(0028,1214)","@hashuid(@UIDROOT,this)"
0028,4000,Image Presentation Comments,LT,,remove,,,,,,,,,,"(0028,4000)",@remove()
0032,0012,Study ID Issuer,LO,,remove,,,,,,,,,,"(0032,0012)",@remove()
0032,0032,Study Verified Date,DA,,remove,,,,,keep,func:hash_increment_date,,,,"(0032,0032)","@incrementdate(this,@DATEINC)"
0032,0033,Study Verified Time,TM,,remove,,,,,keep,keep,,,,"(0032,0033)",@keep()
0032,0034,Study Read Date,DA,,remove,,,,,keep,func:hash_increment_date,,,,"(0032,0034)","@incrementdate(this,@DATEINC)"
0032,0035,Study Read Time,TM,,remove,,,,,keep,keep,,,,"(0032,0035)",@keep()
0032,1000,Scheduled Study Start Date,DA,,remove,,,,,keep,func:hash_increment_date,,,,"(0032,1000)","@incrementdate(this,@DATEINC)"
0032,1001,Scheduled Study Start Time,TM,,remove,,,,,keep,keep,,,,"(0032,1001)",@keep()
0032,1010,Scheduled Study Stop Date,DA,,remove,,,,,keep,func:hash_increment_date,,,,"(0032,1010)","@incrementdate(this,@DATEINC)"
0032,1011,Scheduled Study Stop Time,TM,,remove,,,,,keep,keep,,,,"(0032,1011)",@keep()
0032,1020,Scheduled Study Location,LO,,remove,,keep,,,,,,,,"(0032,1020)",@remove()
0032,1021,Scheduled Study Location AE Title,AE,,remove,,clean_manually,,,,,,,,"(0032,1021)",@remove()
0032,1030,Reason for Study,LO,,remove,,,,,,,func:clean_descriptors_with_llm,,,"(0032,1030)",@keep()
0032,1032,Requesting Physician,PN,,remove,,,,,,,,,,"(0032,1032)",@remove()
0032,1033,Requesting Service,LO,,remove,,,,,,,func:clean_descriptors_with_llm,,,"(0032,1033)",@remove()
0032,1040,Study Arrival Date,DA,,remove,,,,,keep,func:hash_increment_date,,,,"(0032,1040)","@incrementdate(this,@DATEINC)"
0032,1041,Study Arrival Time,TM,,remove,,,,,keep,keep,,,,"(0032,1041)",@keep()
0032,1050,Study Completion Date,DA,,remove,,,,,keep,func:hash_increment_date,,,,"(0032,1050)","@incrementdate(this,@DATEINC)"
0032,1051,Study Completion Time,TM,,remove,,,,,keep,keep,,,,"(0032,1051)",@keep()
0032,1060,Requested Procedure Description,LO,,blank,,,,,,,func:clean_descriptors_with_llm,,,"(0032,1060)",@keep()
0032,1066,Reason for Visit,UT,,remove,,,,,,,func:clean_descriptors_with_llm,,,"(0032,1066)",@remove()
0032,1067,Reason for Visit Code Sequence,SQ,,remove,,,,,,,func:clean_descriptors_with_llm,,,"(0032,1067)",@remove()
0032,1070,Requested Contrast Agent,LO,,remove,,,,,,,func:clean_descriptors_with_llm,,,"(0032,1070)",@keep()
0032,4000,Study Comments,LT,,remove,,,,,,,func:clean_descriptors_with_llm,,,"(0032,4000)",@remove()
0034,0001,Flow Identifier Sequence,SQ,,replace,,,,,,,,,,"(0034,0001)",@process()
0034,0002,Flow Identifier,OB,,remove,,,,,,,,,,"(0034,0002)",removed
0034,0005,Source Identifier,OB,,remove,,,,,,,,,,"(0034,0005)",removed
0034,0007,Frame Origin Timestamp,OB,,remove,,,,,keep,func:hash_increment_date,,,,"(0034,0007)",@remove()
0038,0004,Referenced Patient Alias Sequence,SQ,,remove,,,,,,,,,,"(0038,0004)",@remove()
0038,0010,Admission ID,LO,,remove,,,,,,,,,,"(0038,0010)",@remove()
0038,0011,Issuer of Admission ID,LO,,remove,,,,,,,,,,"(0038,0011)",@remove()
0038,0014,Issuer of Admission ID Sequence,SQ,,remove,,,,,,,,,,"(0038,0014)",@remove()
0038,001a,Scheduled Admission Date,DA,,remove,,,,,keep,func:hash_increment_date,,,,"(0038,001A)","@incrementdate(this,@DATEINC)"
0038,001b,Scheduled Admission Time,TM,,remove,,,,,keep,keep,,,,"(0038,001B)",@keep()
0038,001c,Scheduled Discharge Date,DA,,remove,,,,,keep,func:hash_increment_date,,,,"(0038,001C)","@incrementdate(this,@DATEINC)"
0038,001d,Scheduled Discharge Time,TM,,remove,,,,,keep,keep,,,,"(0038,001D)",@keep()
0038,001e,Scheduled Patient Institution Residence,LO,,remove,,,,,,,,,,"(0038,001E)",@remove()
0038,0020,Admitting Date,DA,,remove,,,,,keep,func:hash_increment_date,,,,"(0038,0020)","@incrementdate(this,@DATEINC)"
0038,0021,Admitting Time,TM,,remove,,,,,keep,keep,,,,"(0038,0021)",@keep()
0038,0030,Discharge Date,DA,,remove,,,,,keep,func:hash_increment_date,,,,"(0038,0030)","@incrementdate(this,@DATEINC)"
0038,0032,Discharge Time,TM,,remove,,,,,keep,keep,,,,"(0038,0032)",@keep()
0038,0040,Discharge Diagnosis Description,LO,,remove,,,,,,,func:clean_descriptors_with_llm,,,"(0038,0040)",@keep()
0038,0050,Special Needs,LO,,remove,,,,C,,,,,,"(0038,0050)",@remove()
0038,0060,Service Episode ID,LO,,remove,,,,,,,,,,"(0038,0060)",@remove()
0038,0061,Issuer of Service Episode ID,LO,,remove,,,,,,,,,,"(0038,0061)",@remove()
0038,0062,Service Episode Description,LO,,remove,,,,,,,func:clean_descriptors_with_llm,,,"(0038,0062)",@keep()
0038,0064,Issuer of Service Episode ID Sequence,SQ,,remove,,,,,,,,,,"(0038,0064)",@remove()
0038,0300,Current Patient Location,LO,,remove,,,,,,,,,,"(0038,0300)",@remove()
0038,0400,Patient's Institution Residence,LO,,remove,,,,,,,,,,"(0038,0400)",@remove()
0038,0500,Patient State,LO,,remove,,,,C,,,func:clean_descriptors_with_llm,,,"(0038,0500)",@remove()
0038,4000,Visit Comments,LT,,remove,,,,,,,func:clean_descriptors_with_llm,,,"(0038,4000)",@remove()
003a,0310,Multiplex Group UID,UI,,func:generate_hashuid,keep,,,,,,,,,"(003A,0310)","@hashuid(@UIDROOT,this)"
