Group,Element,Name,VR,VM,Basic Prof.,Rtn. UIDs Opt.,Rtn. Dev. Id. Opt.,Rtn. Inst. Id. Opt.,Rtn. Pat. Chars. Opt.,Rtn. Long. Full Dates Opt.,Rtn. Long. Modif. Dates Opt.,Clean Desc. Opt.,Clean Struct. Cont. Opt.,Clean Graph. Opt.,TCIA element_sig_pattern,Final CTP Script
003a,0314,Impedance Measurement DateTime,DT,,func:set_fixed_datetime,,,,,keep,func:hash_increment_date,,,,"(003A,0314)","@incrementdate(this,@DATEINC)"
003a,0329,​Waveform Filter Description,ST,,remove,,,,,,,func:clean_descriptors_with_llm,,,"(003A,0329)",@keep()
003a,032b,Filter Lookup Table Description,ST,,remove,,,,,,,func:clean_descriptors_with_llm,,,"(003A,032B)",@keep()
0040,0001,Scheduled Station AE Title,AE,,remove,,clean_manually,,,,,,,,"(0040,0001)",@remove()
0040,0002,Scheduled Procedure Step Start Date,DA,,remove,,,,,keep,func:hash_increment_date,,,,"(0040,0002)","@incrementdate(this,@DATEINC)"
0040,0003,Scheduled Procedure Step Start Time,TM,,remove,,,,,keep,keep,,,,"(0040,0003)",@keep()
0040,0004,Scheduled Procedure Step End Date,DA,,remove,,,,,keep,func:hash_increment_date,,,,"(0040,0004)","@incrementdate(this,@DATEINC)"
0040,0005,Scheduled Procedure Step End Time,TM,,remove,,,,,keep,keep,,,,"(0040,0005)",@keep()
0040,0006,Scheduled Performing Physician's Name,PN,,remove,,,,,,,,,,"(0040,0006)",@remove()
0040,0007,Scheduled Procedure Step Description,LO,,remove,,,,,,,func:clean_descriptors_with_llm,,,"(0040,0007)",@keep()
0040,0009,Scheduled Procedure Step ID,SH,,remove,,,,,,,,,,"(0040,0009)",@remove()
0040,000b,Scheduled Performing Physician Identification Sequence,SQ,,remove,,,,,,,,,,"(0040,000B)",@remove()
0040,0010,Scheduled Station Name,SH,,remove,,keep,,,,,,,,"(0040,0010)",@remove()
0040,0011,Scheduled Procedure Step Location,SH,,remove,,keep,,,,,,,,"(0040,0011)",@remove()
0040,0012,Pre-Medication,LO,,remove,,,,C,,,,,,"(0040,0012)",@keep()
0040,0241,Performed Station AE Title,AE,,remove,,clean_manually,,,,,,,,"(0040,0241)",@remove()
0040,0242,Performed Station Name,SH,,remove,,keep,,,,,,,,"(0040,0242)",@remove()
0040,0243,Performed Location,SH,,remove,,,,,,,,,,"(0040,0243)",@remove()
0040,0244,Performed Procedure Step Start Date,DA,,remove,,,,,keep,func:hash_increment_date,,,,"(0040,0244)","@incrementdate(this,@DATEINC)"
0040,0245,Performed Procedure Step Start Time,TM,,remove,,,,,keep,keep,,,,"(0040,0245)",@keep()
0040,0250,Performed Procedure Step End Date,DA,,remove,,,,,keep,func:hash_increment_date,,,,"(0040,0250)","@incrementdate(this,@DATEINC)"
0040,0251,Performed Procedure Step End Time,TM,,remove,,,,,keep,keep,,,,"(0040,0251)",@keep()
0040,0253,Performed Procedure Step ID,SH,,remove,,,,,,,,,,"(0040,0253)",@remove()
0040,0254,Performed Procedure Step Description,LO,,remove,,,,,,,func:clean_descriptors_with_llm,,,"(0040,0254)",@keep()
0040,0275,Request Attributes Sequence,SQ,,remove,,,,,,,func:clean_descriptors_with_llm,,,"(0040,0275)",@remove()
0040,0280,Comments on the Performed Procedure Step,ST,,remove,,,,,,,func:clean_descriptors_with_llm,,,"(0040,0280)",@remove()
0040,0310,Comments on Radiation Dose,ST,,remove,,,,,,,func:clean_descriptors_with_llm,,,"(0040,0310)",@remove()
0040,050a,Specimen Accession Number,LO,,remove,,,,,,,,,,"(0040,050A)",@remove()
0040,0512,Container Identifier,LO,,replace,,,,,,,,,,"(0040,0512)",removed
0040,0513,Issuer of the Container Identifier Sequence,SQ,,blank,,,,,,,,,,"(0040,0513)",@process()
0040,051a,Container Description,LO,,remove,,,,,,,func:clean_descriptors_with_llm,,,"(0040,051A)",@keep()
0040,0551,Specimen Identifier,LO,,replace,,,,,,,,,,"(0040,0551)",removed
0040,0554,Specimen UID,UI,,func:generate_hashuid,keep,,,,,,,,,"(0040,0554)","@hashuid(@UIDROOT,this)"
0040,0555,Acquisition Context Sequence,SQ,,blank,,,,,,,,clean_manually,,"(0040,0555)",@process()
0040,0562,Issuer of the Specimen Identifier Sequence,SQ,,blank,,,,,,,,,,"(0040,0562)",@process()
0040,0600,Specimen Short Description,LO,,remove,,,,,,,func:clean_descriptors_with_llm,,,"(0040,0600)",@keep()
0040,0602,Specimen Detailed Description,UT,,remove,,,,,,,func:clean_descriptors_with_llm,,,"(0040,0602)",@keep()
0040,0610,Specimen Preparation Sequence,SQ,,blank,,,,,,,,clean_manually,,"(0040,0610)",@process()
0040,06fa,Slide Identifier,LO,,remove,,,,,,,,,,"(0040,06FA)",@remove()
0040,1001,Requested Procedure ID,SH,,remove,,,,,,,,,,"(0040,1001)",@remove()
0040,1002,Reason for the Requested Procedure,LO,,remove,,,,,,,func:clean_descriptors_with_llm,,,"(0040,1002)",@remove()
0040,1004,Patient Transport Arrangements,LO,,remove,,,,,,,,,,"(0040,1004)",@remove()
0040,1005,Requested Procedure Location,LO,,remove,,,,,,,,,,"(0040,1005)",@remove()
0040,100a,Reason for Requested Procedure Code Sequence,SQ,,remove,,,,,,,func:clean_descriptors_with_llm,,,"(0040,100A)",@remove()
0040,1010,Names of Intended Recipients of Results,PN,,remove,,,,,,,,,,"(0040,1010)",@remove()
0040,1011,Intended Recipients of Results Identification Sequence,SQ,,remove,,,,,,,,,,"(0040,1011)",@remove()
0040,1101,Person Identification Code Sequence,SQ,,replace,,,,,,,,,,"(0040,1101)",removed
0040,1102,Person's Address,ST,,remove,,,,,,,,,,"(0040,1102)",@remove()
0040,1103,Person's Telephone Numbers,LO,,remove,,,,,,,,,,"(0040,1103)",@remove()
0040,1104,Person's Telecom Information,LT,,remove,,,,,,,,,,"(0040,1104)",@remove()
0040,1400,Requested Procedure Comments,LT,,remove,,,,,,,func:clean_descriptors_with_llm,,,"(0040,1400)",@remove()
0040,2001,Reason for the Imaging Service Request,LO,,remove,,,,,,,func:clean_descriptors_with_llm,,,"(0040,2001)",@remove()
0040,2004,Issue Date of Imaging Service Request,DA,,remove,,,,,keep,func:hash_increment_date,,,,"(0040,2004)","@incrementdate(this,@DATEINC)"
0040,2005,Issue Time of Imaging Service Request,TM,,remove,,,,,keep,keep,,,,"(0040,2005)",@keep()
0040,2008,Order Entered By,PN,,remove,,,,,,,,,,"(0040,2008)",@remove()
0040,2009,Order Enterer's Location,SH,,remove,,,,,,,,,,"(0040,2009)",@remove()
0040,2010,Order Callback Phone Number,SH,,remove,,,,,,,,,,"(0040,2010)",@remove()
0040,2011,Order Callback Telecom Information,LT,,remove,,,,,,,,,,"(0040,2011)",@remove()
0040,2016,Placer Order Number / Imaging Service Request,LO,,blank,,,,,,,,,,"(0040,2016)",@empty()
0040,2017,Filler Order Number / Imaging Service Request,LO,,blank,,,,,,,,,,"(0040,2017)",@empty()
0040,2400,Imaging Service Request Comments,LT,,remove,,,,,,,func:clean_descriptors_with_llm,,,"(0040,2400)",@keep()
0040,3001,Confidentiality Constraint on Patient Data Description,LO,,remove,,,,,,,,,,"(0040,3001)",@remove()
0040,4005,Scheduled Procedure Step Start DateTime,DT,,remove,,,,,keep,func:hash_increment_date,,,,"(0040,4005)","@incrementdate(this,@DATEINC)"
0040,4008,Scheduled Procedure Step Expiration DateTime,DT,,remove,,,,,keep,func:hash_increment_date,,,,"(0040,4008)","@incrementdate(this,@DATEINC)"
0040,4010,Scheduled Procedure Step Modification DateTime,DT,,remove,,,,,keep,func:hash_increment_date,,,,"(0040,4010)","@incrementdate(this,@DATEINC)"
0040,4011,Expected Completion DateTime,DT,,remove,,,,,keep,func:hash_increment_date,,,,"(0040,4011)","@incrementdate(this,@DATEINC)"
0040,4023,Referenced General Purpose Scheduled Procedure Step Transaction UID,UI,,func:generate_hashuid,keep,,,,,,,,,"(0040,4023)","@hashuid(@UIDROOT,this)"
0040,4025,Scheduled Station Name Code Sequence,SQ,,remove,,keep,,,,,,,,"(0040,4025)",@remove()
0040,4027,Scheduled Station Geographic Location Code Sequence,SQ,,remove,,keep,,,,,,,,"(0040,4027)",@remove()
0040,4028,Performed Station Name Code Sequence,SQ,,remove,,keep,,,,,,,,"(0040,4028)",@remove()
0040,4030,Performed Station Geographic Location Code Sequence,SQ,,remove,,keep,,,,,,,,"(0040,4030)",@remove()
0040,4034,Scheduled Human Performers Sequence,SQ,,remove,,,,,,,,,,"(0040,4034)",@remove()
0040,4035,Actual Human Performers Sequence,SQ,,remove,,,,,,,,,,"(0040,4035)",@remove()
0040,4036,Human Performer's Organization,LO,,remove,,,,,,,,,,"(0040,4036)",@remove()
0040,4037,Human Performer's Name,PN,,remove,,,,,,,,,,"(0040,4037)",@remove()
0040,4050,Performed Procedure Step Start DateTime,DT,,remove,,,,,keep,func:hash_increment_date,,,,"(0040,4050)","@incrementdate(this,@DATEINC)"
0040,4051,Performed Procedure Step End DateTime,DT,,remove,,,,,keep,func:hash_increment_date,,,,"(0040,4051)","@incrementdate(this,@DATEINC)"
0040,4052,Procedure Step Cancellation DateTime,DT,,remove,,,,,keep,func:hash_increment_date,,,,"(0040,4052)","@incrementdate(this,@DATEINC)"
0040,a023,Findings Group Recording Date (Trial),DA,,remove,,,,,keep,func:hash_increment_date,,,,"(0040,A023)","@incrementdate(this,@DATEINC)"
0040,a024,Findings Group Recording Time (Trial),TM,,remove,,,,,keep,keep,,,,"(0040,A024)","@incrementdate(this,@DATEINC)"
0040,a027,Verifying Organization,LO,,replace,,,,,,,,,,"(0040,A027)",removed
0040,a030,Verification DateTime,DT,,func:set_fixed_datetime,,,,,keep,func:hash_increment_date,,,,"(0040,A030)","@incrementdate(this,@DATEINC)"
0040,a032,Observation DateTime,DT,,func:set_fixed_datetime,,,,,keep,func:hash_increment_date,,,,"(0040,A032)","@incrementdate(this,@DATEINC)"
0040,a033,Observation Start DateTime,DT,,remove,,,,,keep,func:hash_increment_date,,,,"(0040,A033)","@incrementdate(this,@DATEINC)"
0040,a034,Effective Start DateTime,DT,,remove,,,,,keep,func:hash_increment_date,,,,,
0040,a035,Effective Stop DateTime,DT,,remove,,,,,keep,func:hash_increment_date,,,,,
0040,a073,Verifying Observer Sequence,SQ,,replace,,,,,,,,,,"(0040,A073)",@process()
0040,a075,Verifying Observer Name,PN,,replace,,,,,,,,,,"(0040,A075)",removed
0040,a078,Author Observer Sequence,SQ,,remove,,,,,,,,,,"(0040,A078)",@remove()
0040,a07a,Participant Sequence,SQ,,remove,,,,,,,,,,"(0040,A07A)",@remove()
0040,a07c,Custodial Organization Sequence,SQ,,remove,,,,,,,,,,"(0040,A07C)",@remove()
0040,a082,Participation DateTime,DT,,func:set_fixed_datetime,,,,,keep,func:hash_increment_date,,,,"(0040,A082)","@incrementdate(this,@DATEINC)"
0040,a088,Verifying Observer Identification Code Sequence,SQ,,blank,,,,,,,,,,"(0040,A088)",@remove()
0040,a110,Date of Document or Verbal Transaction (Trial),DA,,remove,,,,,keep,func:hash_increment_date,,,,"(0040,A110)","@incrementdate(this,@DATEINC)"
0040,a112,Time of Document Creation or Verbal Transaction (Trial),TM,,remove,,,,,keep,keep,,,,"(0040,A112)",@keep()
0040,a120,DateTime,DT,,func:set_fixed_datetime,,,,,keep,func:hash_increment_date,,,,"(0040,A120)","@incrementdate(this,@DATEINC)"
0040,a121,Date,DA,,func:set_fixed_datetime,,,,,keep,func:hash_increment_date,,,,"(0040,A121)","@incrementdate(this,@DATEINC)"
0040,a122,Time,TM,,func:set_fixed_datetime,,,,,keep,keep,,,,"(0040,A122)",@keep()
0040,a123,Person Name,PN,,replace,,,,,,,,,,"(0040,A123)",removed
0040,a124,UID,UI,,func:generate_hashuid,,,,,,,,,,"(0040,A124)","@hashuid(@UIDROOT,this)"
0040,a13a,Referenced DateTime,DT,,func:set_fixed_datetime,,,,,keep,func:hash_increment_date,,,,"(0040,A13A)","@incrementdate(this,@DATEINC)"
0040,a171,Observation UID,UI,,func:generate_hashuid,keep,,,,,,,,,"(0040,A171)","@hashuid(@UIDROOT,this)"
0040,a172,Referenced Observation UID (Trial),UI,,func:generate_hashuid,keep,,,,,,,,,"(0040,A172)","@hashuid(@UIDROOT,this)"
0040,a192,Observation Date (Trial),DA,,remove,,,,,keep,func:hash_increment_date,,,,"(0040,A192)","@incrementdate(this,@DATEINC)"
0040,a193,Observation Time (Trial),TM,,remove,,,,,keep,keep,,,,"(0040,A193)",@keep()
0040,a307,Current Observer (Trial),PN,,remove,,,,,,,,,,"(0040,A307)",@remove()
0040,a352,Verbal Source (Trial),PN,,remove,,,,,,,,,,"(0040,A352)",@remove()
0040,a353,Address (Trial),ST,,remove,,,,,,,,,,"(0040,A353)",@remove()
0040,a354,Telephone Number (Trial),LO,,remove,,,,,,,,,,"(0040,A354)",@remove()
0040,a358,Verbal Source Identifier Code Sequence (Trial),SQ,,remove,,,,,,,,,,"(0040,A358)",@remove()
0040,a402,Observation Subject UID (Trial),UI,,func:generate_hashuid,keep,,,,,,,,,"(0040,A402)","@hashuid(@UIDROOT,this)"
0040,a730,Content Sequence,SQ,,replace,,,,,,,,clean_manually,,"(0040,A730)",@process()
0040,b034,Annotation DateTime,DT,,remove,,,,,keep,func:hash_increment_date,,,,,
0040,b036,Segment Definition DateTime,DT,,remove,,,,,keep,func:hash_increment_date,,,,,
0040,b03b,Montage Name,LT,,remove,,,,,,,func:clean_descriptors_with_llm,,,,
0040,b03f,Montage Channel Label,LO,,remove,,,,,,,func:clean_descriptors_with_llm,,,,
0040,db06,Template Version,DT,,remove,,,,,keep,func:hash_increment_date,,,,"(0040,DB06)",@keep()
0040,db07,Template Local Version,DT,,remove,,,,,keep,func:hash_increment_date,,,,"(0040,DB07)",@keep()
0040,db0c,Template Extension Organization UID,UI,,func:generate_hashuid,keep,,,,,,,,,"(0040,DB0C)","@hashuid(@UIDROOT,this)"
0040,db0d,Template Extension Creator UID,UI,,func:generate_hashuid,keep,,,,,,,,,"(0040,DB0D)","@hashuid(@UIDROOT,this)"
0040,e004,HL7 Document Effective Time,DT,,remove,,,,,keep,func:hash_increment_date,,,,"(0040,E004)",@keep()
0042,0011,Encapsulated Document,OB,,remove,,,,,,,,,,"(0042,0011)",removed
0044,0004,Approval Status DateTime,DT,,remove,,,,,keep,func:hash_increment_date,,,,"(0044,0004)","@incrementdate(this,@DATEINC)"
0044,000b,Product Expiration DateTime,DT,,remove,,,,,keep,func:hash_increment_date,,,,"(0044,000B)","@incrementdate(this,@DATEINC)"
0044,0010,Substance Administration DateTime,DT,,remove,,,,,keep,func:hash_increment_date,,,,"(0044,0010)","@incrementdate(this,@DATEINC)"
0044,0104,Assertion DateTime,DT,,func:set_fixed_datetime,,,,,keep,func:hash_increment_date,,,,"(0044,0104)","@incrementdate(this,@DATEINC)"
0044,0105,Assertion Expiration DateTime,DT,,remove,,,,,keep,func:hash_increment_date,,,,"(0044,0105)","@incrementdate(this,@DATEINC)"
0050,001b,Container Component ID,LO,,remove,,,,,,,,,,"(0050,001B)",@remove()
0050,0020,Device Description,LO,,remove,,keep,,,,,,,,"(0050,0020)",@remove()
0050,0021,Long Device Description,ST,,remove,,,,,,,func:clean_descriptors_with_llm,,,"(0050,0021)",@keep()
0062,0021,Tracking UID,UI,,func:generate_hashuid,keep,,,,,,,,,"(0062,0021)","@hashuid(@UIDROOT,this)"
0064,0003,Source Frame of Reference UID,UI,,func:generate_hashuid,keep,,,,,,,,,"(0064,0003)","@hashuid(@UIDROOT,this)"
0068,6226,Effective DateTime,DT,,func:set_fixed_datetime,,,,,keep,func:hash_increment_date,,,,"(0068,6226)","@incrementdate(this,@DATEINC)"
0068,6270,Information Issue DateTime,DT,,func:set_fixed_datetime,,,,,keep,func:hash_increment_date,,,,"(0068,6270)","@incrementdate(this,@DATEINC)"
006a,0003,Annotation Group UID,UI,,func:generate_hashuid,keep,,,,,,,,,"(006A,0003)","@hashuid(@UIDROOT,this)"
006a,0005,Annotation Group Label,LO,,replace,,,,,,,func:clean_descriptors_with_llm,,,"(006A,0005)",@keep()
006a,0006,Annotation Group Description,UT,,remove,,,,,,,func:clean_descriptors_with_llm,,,"(006A,0006)",@keep()
0070,0001,Graphic Annotation Sequence,SQ,,replace,,,,,,,,,clean_manually,"(0070,0001)",@remove()
0070,0082,Presentation Creation Date,DA,,remove,,,,,keep,func:hash_increment_date,,,,"(0070,0082)","@incrementdate(this,@DATEINC)"
0070,0083,Presentation Creation Time,TM,,remove,,,,,keep,keep,,,,"(0070,0083)",@keep()
0070,0084,Content Creator's Name,PN,,replace,,,,,,,,,,"(0070,0084)",@empty()
0070,0086,Content Creator's Identification Code Sequence,SQ,,remove,,,,,,,,,,"(0070,0086)",@remove()
0070,031a,Fiducial UID,UI,,func:generate_hashuid,keep,,,,,,,,,"(0070,031A)","@hashuid(@UIDROOT,this)"
0070,1101,Presentation Display Collection UID,UI,,func:generate_hashuid,keep,,,,,,,,,"(0070,1101)","@hashuid(@UIDROOT,this)"
0070,1102,Presentation Sequence Collection UID,UI,,func:generate_hashuid,keep,,,,,,,,,"(0070,1102)","@hashuid(@UIDROOT,this)"
0072,000a,Hanging Protocol Creation DateTime,DT,,func:set_fixed_datetime,,,,,keep,func:hash_increment_date,,,,"(0072,000A)",@keep()
0072,005e,Selector AE Value,AE,,replace,,clean_manually,,,,,,,,"(0072,005E)",@remove()
0072,005f,Selector AS Value,AS,,replace,,,,keep,,,,,,"(0072,005F)",@keep()
0072,0061,Selector DA Value,DA,,func:set_fixed_datetime,,,,,keep,func:hash_increment_date,,,,"(0072,0061)",@keep()
0072,0063,Selector DT Value,DT,,func:set_fixed_datetime,,,,,keep,func:hash_increment_date,,,,"(0072,0063)",@keep()
0072,0065,Selector OB Value,OB,,remove,,,,,,,,,,"(0072,0065)",@remove()
0072,0066,Selector LO Value,LO,,replace,,,,,,,func:clean_descriptors_with_llm,,,"(0072,0066)",@keep()
0072,0068,Selector LT Value,LT,,replace,,,,,,,func:clean_descriptors_with_llm,,,"(0072,0068)",@keep()
0072,006a,Selector PN Value,PN,,replace,,,,,,,,,,"(0072,006A)",@remove()
0072,006b,Selector TM Value,TM,,func:set_fixed_datetime,,,,,keep,keep,,,,"(0072,006B)",@keep()
0072,006c,Selector SH Value,SH,,replace,,,,,,,func:clean_descriptors_with_llm,,,"(0072,006C)",@keep()
0072,006d,Selector UN Value,UN,,remove,,,,,,,,,,"(0072,006D)",@remove()
0072,006e,Selector ST Value,ST,,replace,,,,,,,func:clean_descriptors_with_llm,,,"(0072,006E)",@keep()
0072,0070,Selector UT Value,UT,,replace,,,,,,,func:clean_descriptors_with_llm,,,"(0072,0070)",@keep()
0072,0071,Selector UR Value,UR,,replace,,,,,,,,,,"(0072,0071)",@remove()
0074,1234,Receiving AE,AE,,remove,,clean_manually,,,,,,,,"(0074,1234)",@remove()
0074,1236,Requesting AE,AE,,remove,,clean_manually,,,,,,,,"(0074,1236)",@remove()
0088,0140,Storage Media File-set UID,UI,,func:generate_hashuid,keep,,,,,,,,,"(0088,0140)","@hashuid(@UIDROOT,this)"
0088,0200,Icon Image Sequence,SQ,,,,,,,,,,,,"(0088,0200)",@remove()
0088,0200,Icon Image Sequence(see Note 11),SQ,,remove,,,,,,,,,,,
0088,0904,Topic Title,LO,,remove,,,,,,,,,,"(0088,0904)",@remove()
0088,0906,Topic Subject,ST,,remove,,,,,,,,,,"(0088,0906)",@remove()
0088,0910,Topic Author,LO,,remove,,,,,,,,,,"(0088,0910)",@remove()
0088,0912,Topic Keywords,LO,,remove,,,,,,,,,,"(0088,0912)",@remove()
0100,0420,SOP Authorization DateTime,DT,,remove,,,,,keep,func:hash_increment_date,,,,"(0100,0420)","@incrementdate(this,@DATEINC)"
0400,0100,Digital Signature UID,UI,,func:generate_hashuid,,,,,,,,,,"(0400,0100)","@hashuid(@UIDROOT,this)"
0400,0105,Digital Signature DateTime,DT,,func:set_fixed_datetime,,,,,keep,func:hash_increment_date,,,,"(0400,0105)","@incrementdate(this,@DATEINC)"
0400,0115,Certificate of Signer,OB,,remove,,,,,,,,,,"(0400,0115)",@remove()
0400,0310,Certified Timestamp,OB,,remove,,,,,keep,func:hash_increment_date,,,,"(0400,0310)",@remove()
0400,0402,Referenced Digital Signature Sequence,SQ,,remove,,,,,,,,,,"(0400,0402)",@remove()
0400,0403,Referenced SOP Instance MAC Sequence,SQ,,remove,,,,,,,,,,"(0400,0403)",@remove()
0400,0404,MAC,OB,,remove,,,,,,,,,,"(0400,0404)",@remove()
0400,0550,Modified Attributes Sequence,SQ,,remove,,,,,,,,,,"(0400,0550)",@remove()
0400,0551,Nonconforming Modified Attributes Sequence,SQ,,remove,,,,,,,,,,"(0400,0551)",@remove()
0400,0552,Nonconforming Data Element Value,OB,,remove,,,,,,,,,,"(0400,0552)",@remove()
0400,0561,Original Attributes Sequence,SQ,,remove,,,,,,,,,,"(0400,0561)",@remove()
0400,0562,Attribute Modification DateTime,DT,,func:set_fixed_datetime,,,,,keep,func:hash_increment_date,,,,"(0400,0562)","@incrementdate(this,@DATEINC)"
0400,0563,Modifying System,LO,,replace,,keep,,,,,,,,"(0400,0563)",removed
