Group,Element,Private Creator,VR,VM,Meaning,Rtn. Safe Priv. Opt.,IsInDICOMRetainSafePrivateTags,TCIA element_sig_pattern
0019,xxc8,GEMS_ACQU_01,OB,,SAT Thickness R L,keep,False,"(0019,xxc8)"
0019,xxc9,GEMS_ACQU_01,OB,,SAT Thickness A P,keep,False,"(0019,xxc9)"
0019,xxca,GEMS_ACQU_01,OB,,SAT Thickness H F,keep,False,"(0019,xxca)"
0019,xxcb,GEMS_ACQU_01,OB,,PhaseContrast Flow Axis,keep,False,"(0019,xxcb)"
0019,xxcc,GEMS_ACQU_01,OB,,Velocity Encoding,keep,False,"(0019,xxcc)"
0019,xxcd,GEMS_ACQU_01,OB,,Thickness Disclaimer,keep,False,"(0019,xxcd)"
0019,xxce,GEMS_ACQU_01,OB,,Prescan Type,keep,False,"(0019,xxce)"
0019,xxcf,GEMS_ACQU_01,OB,,Prescan Status,keep,False,"(0019,xxcf)"
0019,xxd1,SIEMENS MR VA0  COAD,DS,,Flow Sensitivity,keep,False,"(0019,xxd1)"
0019,xxd2,SIEMENS MR VA0  COAD,CS,,Calculation Submode,keep,False,"(0019,xxd2)"
0019,xxd2,GEMS_ACQU_01,OB,,Projection Algorithm,keep,False,"(0019,xxd2)"
0019,xxd3,GEMS_ACQU_01,OB,,Projection Algorithm Name,keep,False,"(0019,xxd3)"
0019,xxd4,SIEMENS MR VA0  COAD,IS,,Base Raw Matrix Size,keep,False,"(0019,xxd4)"
0019,xxd5,SIEMENS MR VA0  COAD,IS,,2D Oversampling Lines,keep,False,"(0019,xxd5)"
0019,xxd5,GEMS_ACQU_01,OB,,Fractional Echo,keep,False,"(0019,xxd5)"
0019,xxd7,SIEMENS MR VA0  COAD,IS,,Echo Line Position,keep,False,"(0019,xxd7)"
0019,xxd7,GEMS_ACQU_01,OB,,Cardiac Phases,keep,False,"(0019,xxd7)"
0019,xxd8,SIEMENS MR VA0  COAD,IS,,Echo Column Position,keep,False,"(0019,xxd8)"
0019,xxd8,GEMS_ACQU_01,OB,,Variable Echo Flag,keep,False,"(0019,xxd8)"
0019,xxd9,GEMS_ACQU_01,DS,,Concatenated Sat or DTI Diffusion Direction,keep,False,"(0019,xxd9)"
0019,xxda,SIEMENS MR VA0  COAD,CS,,Phase Coding Direction,keep,False,"(0019,xxda)"
0019,xxda,GEMS_ACQU_01,SS,,Reference Channel Used,keep,False,"(0019,xxda)"
0019,xxdb,GEMS_ACQU_01,DS,,Back Projector Coefficient,keep,False,"(0019,xxdb)"
0019,xxdc,GEMS_ACQU_01,SS,,Primary Speed Correction Used,keep,False,"(0019,xxdc)"
0019,xxdd,GEMS_ACQU_01,SS,,Overrange Correction Used,keep,False,"(0019,xxdd)"
0019,xxde,GEMS_ACQU_01,DS,,Dynamic Z Alpha Value,keep,False,"(0019,xxde)"
0019,xxdf,GEMS_ACQU_01,DS,,User Data 23 or DTI Diffusion Direction,keep,False,"(0019,xxdf)"
0019,xxe0,GEMS_ACQU_01,DS,,User Data 24 or DTI Diffusion Direction,keep,False,"(0019,xxe0)"
0019,xxe2,GEMS_ACQU_01,DS,,Velocity Encode Scale,keep,False,"(0019,xxe2)"
0019,xxf2,GEMS_ACQU_01,OB,,Fast Phases,keep,False,"(0019,xxf2)"
0019,xxf6,Agfa ADC NX,DS,,Plate Sensitivity,keep,False,"(0019,xxf6)"
0019,xxf7,Agfa ADC NX,DS,,Plate Erasability,keep,False,"(0019,xxf7)"
0019,xxf9,GEMS_ACQU_01,DS,,Transmit Gain,keep,False,"(0019,xxf9)"
0021,xx00,SIEMENS MR VA0  RAW,CS,,Sequence Type,keep,False,"(0021,xx00)"
0021,xx01,SIEMENS MR SDS 01,IS,,Used Patient Weight,keep,False,"(0021,xx01)"
0021,xx01,SIEMENS MR VA0  RAW,IS,,Vector Size Original,keep,False,"(0021,xx01)"
0021,xx02,SIEMENS MR VA0  RAW,IS,,Vector Size Extended,keep,False,"(0021,xx02)"
0021,xx03,SIEMENS MR SDI 02,DS,,Slice Measurement Duration,keep,False,"(0021,xx03)"
0021,xx03,SIEMENS MR VA0  RAW,DS,,Acquired Spectral Range,keep,False,"(0021,xx03)"
0021,xx04,SIEMENS MR SDI 02,DS,,Time After Start,keep,False,"(0021,xx04)"
0021,xx04,SIEMENS MR SDS 01,DS,,Slice Array Concatenations,keep,False,"(0021,xx04)"
0021,xx04,SIEMENS MR VA0  RAW,DS,,VOI Position,keep,False,"(0021,xx04)"
0021,xx05,SIEMENS MR VA0  RAW,DS,,VOI Size,keep,False,"(0021,xx05)"
0021,xx05,SIEMENS MR SDI 02,IS,,B Value,keep,False,"(0021,xx05)"
0021,xx05,SIEMENS MR SDS 01,IS,,Rel Table Position,keep,False,"(0021,xx05)"
0021,xx05,GEMS_RELA_01,OB,,Genesis Version Now,keep,False,"(0021,xx05)"
0021,xx06,SIEMENS MR VA0  RAW,IS,,CSI Matrix Size Original,keep,False,"(0021,xx06)"
0021,xx06,SIEMENS MR SDI 02,LO,,ICE Dims,keep,False,"(0021,xx06)"
0021,xx06,SIEMENS MR SDS 01,LO,,Coil For Gradient,keep,False,"(0021,xx06)"
0021,xx07,SIEMENS MR VA0  RAW,IS,,CSI Matrix Size Extended,keep,False,"(0021,xx07)"
0021,xx08,SIEMENS MR VA0  RAW,DS,,Spatial Grid Shift,keep,False,"(0021,xx08)"
0021,xx08,SIEMENS MR SDS 01,SH,,Gradient Mode,keep,False,"(0021,xx08)"
0021,xx09,SIEMENS MR VA0  RAW,DS,,Signal Limits Minimum,keep,False,"(0021,xx09)"
0021,xx09,SIEMENS MR SDS 01,LO,,PAT Mode Text,keep,False,"(0021,xx09)"
0021,xx0a,SIEMENS MR SDS 01,DS,,SW Correction Factor,keep,False,"(0021,xx0a)"
0021,xx0d,SIEMENS MR SDS 01,US,,Protocol Change History,keep,False,"(0021,xx0d)"
0021,xx0f,SIEMENS MR SDS 01,DS,,Stimlim,keep,False,"(0021,xx0f)"
0021,xx10,FDMS 1.0,CS,,FCR Image ID,keep,False,"(0021,xx10)"
0021,xx10,SIEMENS MED,DS,,Zoom,keep,False,"(0021,xx10)"
0021,xx10,SIEMENS MR VA0  RAW,DS,,Signal Limits Maximum,keep,False,"(0021,xx10)"
0021,xx10,SIEMENS CT VA0  GEN,IS,,Rotation Angle,keep,False,"(0021,xx10)"
0021,xx10,SIEMENS MR SDS 01,IS,,MR Protocol Version,keep,False,"(0021,xx10)"
0021,xx10,SIEMENS CT VA0  RAW,UL,,Creation Mask,keep,False,"(0021,xx10)"
0021,xx11,SIEMENS MED,DS,,Target,keep,False,"(0021,xx11)"
0021,xx11,SIEMENS MR SDS 01,DS,,Phase Gradient Amplitude,keep,False,"(0021,xx11)"
0021,xx11,SIEMENS MR VA0  RAW,DS,,Spec Info Mask,keep,False,"(0021,xx11)"
0021,xx11,SIEMENS CT VA0  GEN,IS,,Start Angle,keep,False,"(0021,xx11)"
0021,xx12,SIEMENS MR SDS 01,FD,,Readout OS,keep,False,"(0021,xx12)"
0021,xx13,SIEMENS MR SDS 01,DS,,tpuls max,keep,False,"(0021,xx13)"
0021,xx14,SIEMENS MR SDS 01,IS,,Number of Prescans,keep,False,"(0021,xx14)"
0021,xx15,Siemens: Thorax/Multix FD Post Processing,SS,,Auto Window Shift,keep,False,"(0021,xx15)"
0021,xx16,SIEMENS MR SDS 01,DS,,dBdt Threshold,keep,False,"(0021,xx16)"
0021,xx16,Siemens: Thorax/Multix FD Post Processing,DS,,Auto Window Expansion,keep,False,"(0021,xx16)"
0021,xx17,SIEMENS MR SDS 01,DS,,Selection Gradient Amplitude,keep,False,"(0021,xx17)"
0021,xx18,GEMS_RELA_01,OB,,Genesis Version Now,keep,False,"(0021,xx18)"
0021,xx18,SIEMENS MR SDS 01,SH,,RF SWD Most Critical Aspect,keep,False,"(0021,xx18)"
0021,xx1a,SIEMENS MR SDI 02,SH,,RF SWD Data Type,keep,False,"(0021,xx1a)"
0021,xx1b,SIEMENS MR SDS 01,DS,,Slice Resolution,keep,False,"(0021,xx1b)"
0021,xx1c,SIEMENS MR SDS 01,DS,,Stim max online,keep,False,"(0021,xx1c)"
0021,xx1c,SIEMENS MR SDI 02,IS,,Phase Encoding Direction Positive,keep,False,"(0021,xx1c)"
0021,xx1d,SIEMENS MR SDS 01,IS,,Operation Mode Flag,keep,False,"(0021,xx1d)"
0021,xx20,SIEMENS CM VA0  CMS,DS,,FoV,keep,False,"(0021,xx20)"
0021,xx20,SIEMENS CT VA0  RAW,UL,,Evaluation Mask,keep,False,"(0021,xx20)"
0021,xx21,SIEMENS MR SDI 02,CS,,Diffusion Directionality 4MF,keep,False,"(0021,xx21)"
0021,xx22,SIEMENS CM VA0  CMS,DS,,Image Magnification Factor,keep,False,"(0021,xx22)"
0021,xx22,SIEMENS MR SDS 01,SH,,Sequence File Owner,keep,False,"(0021,xx22)"
0021,xx23,SIEMENS MR SDS 01,IS,,RF Watchdog Mask,keep,False,"(0021,xx23)"
0021,xx24,SIEMENS CM VA0  CMS,DS,,Image Scroll Offset,keep,False,"(0021,xx24)"
0021,xx24,SIEMENS MR SDI 02,IS,,Multistep Index,keep,False,"(0021,xx24)"
0021,xx24,SIEMENS MR VA0  GEN,IS,,Phase Correction Columns Reconstruction,keep,False,"(0021,xx24)"
0021,xx25,SIEMENS MR SDS 01,SL,,Table Position Origin,keep,False,"(0021,xx25)"
0021,xx26,SIEMENS CM VA0  CMS,IS,,Image Pixel Offset,keep,False,"(0021,xx26)"
0021,xx26,SIEMENS MR SDS 01,IS,,Misc Sequence Param,keep,False,"(0021,xx26)"
0021,xx27,SIEMENS MR SDS 01,US,,Isocentered,keep,False,"(0021,xx27)"
0021,xx2a,SIEMENS MR SDS 01,IS,,Coil ID,keep,False,"(0021,xx2a)"
0021,xx2b,SIEMENS MR SDS 01,ST,,Pat Rein Pattern,keep,False,"(0021,xx2b)"
0021,xx2c,SIEMENS MR SDS 01,DS,,SED,keep,False,"(0021,xx2c)"
0021,xx2d,SIEMENS MR SDS 01,DS,,SAR Most Critical Aspect,keep,False,"(0021,xx2d)"
0021,xx2e,SIEMENS MR SDS 01,IS,,Stimm on mode,keep,False,"(0021,xx2e)"
0021,xx2f,SIEMENS MR SDS 01,DS,,Gradient Delay Time,keep,False,"(0021,xx2f)"
0021,xx30,FDMS 1.0,CS,,Set Number,keep,False,"(0021,xx30)"
0021,xx30,SIEMENS CM VA0  CMS,CS,,View Direction,keep,False,"(0021,xx30)"
0021,xx30,SIEMENS MR SDS 01,DS,,Readout Gradient Amplitude,keep,False,"(0021,xx30)"
0021,xx30,SIEMENS MR VA0  RAW,DS,,Array Coil ADC Offset,keep,False,"(0021,xx30)"
0021,xx30,SIEMENS CT VA0  GEN,IS,,Topogram Tube Position,keep,False,"(0021,xx30)"
0021,xx31,SIEMENS MR VA0  RAW,DS,,Array Coil Preamplifier Gain,keep,False,"(0021,xx31)"
0021,xx31,SIEMENS MR SDS 01,IS,,Abs Table Position,keep,False,"(0021,xx31)"
0021,xx31,SIEMENS MR VA0  GEN,IS,,Number of 3D Raw Partitions Current,keep,False,"(0021,xx31)"
0021,xx32,SIEMENS CM VA0  CMS,CS,,Patient Rest Direction,keep,False,"(0021,xx32)"
0021,xx32,SIEMENS CT VA0  GEN,DS,,Length of Topogram,keep,False,"(0021,xx32)"
0021,xx32,SIEMENS MR SDS 01,SS,,RF SWD Operation Mode,keep,False,"(0021,xx32)"
0021,xx33,SIEMENS MR SDI 02,IS,,Echo Column Position,keep,False,"(0021,xx33)"
0021,xx33,SIEMENS MR SDS 01,SH,,Coil for Gradient2,keep,False,"(0021,xx33)"
0021,xx34,SIEMENS MR SDS 01,DS,,Stim Factor,keep,False,"(0021,xx34)"
0021,xx34,SIEMENS MR VA0  GEN,IS,,Number of 3D Image Partitions,keep,False,"(0021,xx34)"
0021,xx35,SIEMENS MR SDS 01,DS,,Stim max ges norm online,keep,False,"(0021,xx35)"
0021,xx36,SIEMENS MR SDS 01,DS,,dBdt max,keep,False,"(0021,xx36)"
0021,xx36,GEMS_RELA_01,OB,,Image From Which Prescribed,keep,False,"(0021,xx36)"
0021,xx37,GEMS_RELA_01,OB,,Screen Format,keep,False,"(0021,xx37)"
0021,xx38,SIEMENS MR SDS 01,DS,,Transmitter Calibration,keep,False,"(0021,xx38)"
0021,xx39,SIEMENS MR VA0  GEN,DS,,Slab Thickness,keep,False,"(0021,xx39)"
0021,xx3b,SIEMENS MR SDS 01,DS,,dBdt Limit,keep,False,"(0021,xx3b)"
0021,xx3c,SIEMENS MR SDI 02,FD,,RBMoCoRot,keep,False,"(0021,xx3c)"
0021,xx3d,SIEMENS MR SDS 01,CS,,Phase Slice Oversampling,keep,False,"(0021,xx3d)"
0021,xx40,FDMS 1.0,IS,,Image Number in the Set,keep,False,"(0021,xx40)"
0021,xx40,SIEMENS CT VA0  GEN,IS,,Table Move Direction Code,keep,False,"(0021,xx40)"
0021,xx40,SIEMENS MR VA0  GEN,IS,,Number of Slices Nominal,keep,False,"(0021,xx40)"
0021,xx41,SIEMENS MR SDI 02,SH,,GSWD Data Type,keep,False,"(0021,xx41)"
0021,xx42,SIEMENS MR SDI 02,IS,,Real Dwell Time,keep,False,"(0021,xx42)"
0021,xx42,SIEMENS MR VA0  GEN,IS,,Current Slice Number,keep,False,"(0021,xx42)"
0021,xx43,SIEMENS MR VA0  GEN,IS,,Current Group Number,keep,False,"(0021,xx43)"
0021,xx44,SIEMENS MR SDS 01,DS,,B1 RMS,keep,False,"(0021,xx44)"
0021,xx45,SIEMENS MR SDS 01,CS,,B1 RMS Supervision,keep,False,"(0021,xx45)"
0021,xx45,SIEMENS MR SDI 02,SL,,Ima Abs Table Position,keep,False,"(0021,xx45)"
0021,xx46,SIEMENS MR SDS 01,DS,,Tales Reference Power,keep,False,"(0021,xx46)"
0021,xx47,SIEMENS MR SDS 01,CS,,Safety Standard,keep,False,"(0021,xx47)"
0021,xx48,SIEMENS MR SDS 01,CS,,DICOM Image Flavor,keep,False,"(0021,xx48)"
0021,xx48,SIEMENS MR SDI 02,IS,,Echo Partition Position,keep,False,"(0021,xx48)"
0021,xx49,SIEMENS MR SDS 01,CS,,DICOM Acquisition Contrast,keep,False,"(0021,xx49)"
0021,xx49,SIEMENS MR SDI 02,IS,,Echo Line Position,keep,False,"(0021,xx49)"
0021,xx4a,GEMS_RELA_01,LO,,Anatomical Reference For Scout,keep,False,"(0021,xx4a)"
0021,xx4c,SIEMENS MR SDI 02,IS,,Original Image Number,keep,False,"(0021,xx4c)"
0021,xx4e,SIEMENS MR SDI 02,IS,,Actual 3D Ima Part Number,keep,False,"(0021,xx4e)"
0021,xx4f,SIEMENS MR VA0  GEN,CS,,Order of Slices,keep,False,"(0021,xx4f)"
0021,xx4f,SIEMENS MR SDI 02,LO,,Ima Coil String,keep,False,"(0021,xx4f)"
0021,xx4f,GEMS_RELA_01,OB,,Locations In Acquisition,keep,False,"(0021,xx4f)"
0021,xx50,FDMS 1.0,CS,,Pair Processing Information,keep,False,"(0021,xx50)"
0021,xx50,SIEMENS MR VA0  RAW,CS,,Saturation Type,keep,False,"(0021,xx50)"
0021,xx50,GEMS_RELA_01,OB,,Graphically Prescribed,keep,False,"(0021,xx50)"
0021,xx50,SIEMENS MR VA0  GEN,UL,,Signal Mask,keep,False,"(0021,xx50)"
0021,xx50,SIEMENS MR SDS 01,US,,RF Echo Train Length 4MF,keep,False,"(0021,xx50)"
0021,xx51,GEMS_RELA_01,DS,,Rotation From Source X Rot,keep,False,"(0021,xx51)"
0021,xx51,SIEMENS MR VA0  RAW,DS,,Saturation Normal Vector,keep,False,"(0021,xx51)"
0021,xx51,SIEMENS MR SDI 02,UL,,Sequence Mask,keep,False,"(0021,xx51)"
0021,xx51,SIEMENS MR SDS 01,US,,Gradient Echo Train Length 4MF,keep,False,"(0021,xx51)"
0021,xx52,GEMS_RELA_01,DS,,Rotation From Source Y Rot,keep,False,"(0021,xx52)"
0021,xx52,SIEMENS MR VA0  RAW,DS,,Saturation Position Vector,keep,False,"(0021,xx52)"
0021,xx53,SIEMENS MR SDS 01,CS,,Laterality 4MF,keep,False,"(0021,xx53)"
0021,xx53,GEMS_RELA_01,DS,,Rotation From Source Z Rot,keep,False,"(0021,xx53)"
0021,xx53,SIEMENS MR VA0  RAW,DS,,Saturation Thickness,keep,False,"(0021,xx53)"
0021,xx53,SIEMENS MR SDI 02,FD,,Bandwidth Per Pixel Phase Encode,keep,False,"(0021,xx53)"
0021,xx54,SIEMENS MR VA0  RAW,DS,,Saturation Width,keep,False,"(0021,xx54)"
0021,xx56,SIEMENS MR VA0  GEN,DS,,Repetition Time Effective,keep,False,"(0021,xx56)"
0021,xx56,SIEMENS MR SDI 02,LO,,Ima PAT Mode Text,keep,False,"(0021,xx56)"
0021,xx56,GEMS_RELA_01,OB,,Num 3D slabs,keep,False,"(0021,xx56)"
0021,xx57,GEMS_RELA_01,OB,,Locs per 3D slab,keep,False,"(0021,xx57)"
0021,xx58,GEMS_RELA_01,OB,,Overlaps,keep,False,"(0021,xx58)"
0021,xx58,SIEMENS MR SDI 02,SH,,Acquisition Matrix Text,keep,False,"(0021,xx58)"
0021,xx59,SIEMENS MR SDI 02,IS,,Ima Rel Table Position,keep,False,"(0021,xx59)"
0021,xx59,GEMS_RELA_01,OB,,Image Filtering 0.5/0.2T,keep,False,"(0021,xx59)"
0021,xx5a,SIEMENS MR SDI 02,FD,,RBMoCoTrans,keep,False,"(0021,xx5a)"
0021,xx5a,GEMS_RELA_01,OB,,Diffusion direction,keep,False,"(0021,xx5a)"
0021,xx5b,GEMS_RELA_01,DS,,Tagging Flip Angle,keep,False,"(0021,xx5b)"
0021,xx5b,SIEMENS MR SDI 02,FD,,Slice Position PCS,keep,False,"(0021,xx5b)"
0021,xx5c,GEMS_RELA_01,DS,,Tagging Orientation,keep,False,"(0021,xx5c)"
0021,xx5d,GEMS_RELA_01,DS,,Tag Spacing,keep,False,"(0021,xx5d)"
0021,xx5e,GEMS_RELA_01,DS,,RTIA_timer,keep,False,"(0021,xx5e)"
0021,xx5e,SIEMENS MR SDI 02,IS,,Protocol Slice Number,keep,False,"(0021,xx5e)"
0021,xx5f,GEMS_RELA_01,DS,,Fps,keep,False,"(0021,xx5f)"
0021,xx60,SIEMENS CM VA0  CMS,DS,,Image Position,keep,False,"(0021,xx60)"
0021,xx61,SIEMENS CM VA0  CMS,DS,,Image Normal,keep,False,"(0021,xx61)"
0021,xx63,SIEMENS CM VA0  CMS,DS,,Image Distance,keep,False,"(0021,xx63)"
0021,xx63,SIEMENS MR SDI 02,IS,,Auto Inline Image Filter Enabled,keep,False,"(0021,xx63)"
0021,xx65,SIEMENS CM VA0  CMS,UN,,Image Positioning History Mask,keep,False,"(0021,xx65)"
0021,xx67,SIEMENS MR SDI 02,ST,,Exam Data Role,keep,False,"(0021,xx67)"
0021,xx6a,SIEMENS CM VA0  CMS,DS,,Image Row,keep,False,"(0021,xx6a)"
0021,xx6b,SIEMENS CM VA0  CMS,DS,,Image Column,keep,False,"(0021,xx6b)"
0021,xx70,SIEMENS CM VA0  CMS,CS,,Patient Orientation Set1,keep,False,"(0021,xx70)"
0021,xx70,SIEMENS MR VA0  GEN,IS,,Number of Echoes,keep,False,"(0021,xx70)"
0021,xx71,SIEMENS CM VA0  CMS,CS,,Patient Orientation Set2,keep,False,"(0021,xx71)"
0021,xx71,SIEMENS MR SDI 02,UT,,Used Channel String,keep,False,"(0021,xx71)"
0021,xx75,SIEMENS MR SDI 02,CS,,Image Type 4MF,keep,False,"(0021,xx75)"
0021,xx76,SIEMENS MR SDI 02,LO,,Image History,keep,False,"(0021,xx76)"
0021,xx77,SIEMENS MR SDI 02,LO,,SequenceI nfo,keep,False,"(0021,xx77)"
0021,xx78,SIEMENS MR SDI 02,CS,,Image Type Visible,keep,False,"(0021,xx78)"
0021,xx79,SIEMENS MR SDI 02,CS,,Distortion Correction Type,keep,False,"(0021,xx79)"
0021,xx80,FDMS 1.0,CS,,Equipment Type-Specific Information,keep,False,"(0021,xx80)"
0021,xx81,GEMS_RELA_01,DS,,Auto Window Level Alpha,keep,False,"(0021,xx81)"
0021,xx82,GEMS_RELA_01,DS,,Auto Window Level Beta,keep,False,"(0021,xx82)"
0021,xx82,SIEMENS CM VA0  CMS,LT,,Study Type,keep,False,"(0021,xx82)"
0021,xx83,GEMS_RELA_01,DS,,Auto Window Level Window,keep,False,"(0021,xx83)"
0021,xx84,GEMS_RELA_01,DS,,Auto Window Level Level,keep,False,"(0021,xx84)"
0021,xx90,GEMS_RELA_01,SS,,Tube Focal Spot Position,keep,False,"(0021,xx90)"
0021,xx91,SIEMENS MR VA0  GEN,DS,,Saturation PhaseEncoding Vector Transverse Component,keep,False,"(0021,xx91)"
0021,xx91,GEMS_RELA_01,OB,,Biopsy Position,keep,False,"(0021,xx91)"
0021,xx92,SIEMENS MR VA0  GEN,DS,,Saturation Readout Vector Transverse Component,keep,False,"(0021,xx92)"
0021,xx92,GEMS_RELA_01,FL,,Biopsy T Location,keep,False,"(0021,xx92)"
0021,xx93,GEMS_RELA_01,FL,,Biopsy Ref Location,keep,False,"(0021,xx93)"
0023,xx74,GEMS_STDY_01,SL,,Number Of Updates To Header,keep,False,"(0023,xx74)"
0023,xx7d,GEMS_STDY_01,SS,,Indicates If Study Has Complete Info,keep,False,"(0023,xx7d)"
0025,xx06,GEMS_SERS_01,OB,,Last Pulse Sequence Used,keep,False,"(0025,xx06)"
0025,xx07,GEMS_SERS_01,OB,,Images In Series,keep,False,"(0025,xx07)"
0025,xx10,FDMS 1.0,OB,,Relative Light Emission Amount Sk,keep,False,"(0025,xx10)"
0025,xx10,GEMS_SERS_01,OB,,Landmark Counter,keep,False,"(0025,xx10)"
0025,xx11,FDMS 1.0,OB,,Term of Correction for Each IP Type St,keep,False,"(0025,xx11)"
0025,xx11,GEMS_SERS_01,OB,,Number Of Acquisitions,keep,False,"(0025,xx11)"
0025,xx12,FDMS 1.0,OB,,Reading Gain Gp,keep,False,"(0025,xx12)"
0025,xx14,GEMS_SERS_01,SL,,Indicates Number Of Updates To Header,keep,False,"(0025,xx14)"
0025,xx17,GEMS_SERS_01,SL,,Series Complete Flag,keep,False,"(0025,xx17)"
0025,xx18,GEMS_SERS_01,SL,,Number Of Images Archived,keep,False,"(0025,xx18)"
0025,xx19,GEMS_SERS_01,SL,,Last Instance Number Used,keep,False,"(0025,xx19)"
0025,xx1a,Siemens: Thorax/Multix FD Raw Image Settings,US,,Image Crop Upper Left,keep,False,"(0025,xx1a)"
0025,xx1b,Siemens: Thorax/Multix FD Raw Image Settings,US,,Image Crop Upper Right,keep,False,"(0025,xx1b)"
0025,xx1c,Siemens: Thorax/Multix FD Raw Image Settings,US,,Image Crop Lower Left,keep,False,"(0025,xx1c)"
0025,xx1d,Siemens: Thorax/Multix FD Raw Image Settings,US,,Image Crop Lower Right,keep,False,"(0025,xx1d)"
0027,xx10,GEMS_IMAG_01,OB,,Scout Type,keep,False,"(0027,xx10)"
0027,xx1c,GEMS_IMAG_01,OB,,Vma Mamp,keep,False,"(0027,xx1c)"
0027,xx1d,GEMS_IMAG_01,SS,,Vma Phase,keep,False,"(0027,xx1d)"
0027,xx1e,GEMS_IMAG_01,OB,,Vma Mod,keep,False,"(0027,xx1e)"
0027,xx1f,GEMS_IMAG_01,OB,,Vma Clip,keep,False,"(0027,xx1f)"
0027,xx20,GEMS_IMAG_01,OB,,Smart Scan On Off Flag,keep,False,"(0027,xx20)"
0027,xx30,GEMS_IMAG_01,OB,,Foreign Image Revision,keep,False,"(0027,xx30)"
0027,xx31,GEMS_IMAG_01,OB,,Imaging Mode,keep,False,"(0027,xx31)"
0027,xx32,GEMS_IMAG_01,OB,,Pulse Sequence,keep,False,"(0027,xx32)"
0027,xx33,GEMS_IMAG_01,OB,,Imaging Options,keep,False,"(0027,xx33)"
0027,xx35,GEMS_IMAG_01,OB,,Plane Type,keep,False,"(0027,xx35)"
0027,xx36,GEMS_IMAG_01,OB,,Oblique Plane,keep,False,"(0027,xx36)"
0027,xx40,GEMS_IMAG_01,OB,,RAS Letter Of Image Location,keep,False,"(0027,xx40)"
0027,xx41,GEMS_IMAG_01,FL,,Image Location,keep,False,"(0027,xx41)"
0027,xx42,GEMS_IMAG_01,FL,,Center R Coord Of Plane Image,keep,False,"(0027,xx42)"
0027,xx43,GEMS_IMAG_01,FL,,Center A Coord Of Plane Image,keep,False,"(0027,xx43)"
0027,xx44,GEMS_IMAG_01,FL,,Center S Coord Of Plane Image,keep,False,"(0027,xx44)"
0027,xx45,GEMS_IMAG_01,FL,,Normal R Coord,keep,False,"(0027,xx45)"
0027,xx46,GEMS_IMAG_01,FL,,Normal A Coord,keep,False,"(0027,xx46)"
0027,xx47,GEMS_IMAG_01,FL,,Normal S Coord,keep,False,"(0027,xx47)"
0027,xx48,GEMS_IMAG_01,FL,,R Coord Of Top Right Corner,keep,False,"(0027,xx48)"
0027,xx49,GEMS_IMAG_01,FL,,A Coord Of Top Right Corner,keep,False,"(0027,xx49)"
0027,xx4a,GEMS_IMAG_01,FL,,S Coord Of Top Right Corner,keep,False,"(0027,xx4a)"
0027,xx4b,GEMS_IMAG_01,FL,,R Coord Of Bottom Right Corner,keep,False,"(0027,xx4b)"
0027,xx4c,GEMS_IMAG_01,FL,,A Coord Of Bottom Right Corner,keep,False,"(0027,xx4c)"
0027,xx4d,GEMS_IMAG_01,FL,,S Coord Of Bottom Right Corner,keep,False,"(0027,xx4d)"
0027,xx50,GEMS_IMAG_01,FL,,Table Start Location (Scout),keep,False,"(0027,xx50)"
0027,xx51,GEMS_IMAG_01,FL,,Table End Location (Scout),keep,False,"(0027,xx51)"
0027,xx52,GEMS_IMAG_01,SH,,RAS Letter For Side Of Image,keep,False,"(0027,xx52)"
0027,xx53,GEMS_IMAG_01,SH,,RAS Letter For Anterior Posterior,keep,False,"(0027,xx53)"
0027,xx54,GEMS_IMAG_01,SH,,RAS Letter For Scout Start Loc,keep,False,"(0027,xx54)"
0027,xx55,GEMS_IMAG_01,SH,,RAS Letter For Scout End Loc,keep,False,"(0027,xx55)"
0027,xx60,GEMS_IMAG_01,FL,,Image Dimension X,keep,False,"(0027,xx60)"
0027,xx61,GEMS_IMAG_01,FL,,Image Dimension Y,keep,False,"(0027,xx61)"
0027,xx62,GEMS_IMAG_01,FL,,Number Of Excitations,keep,False,"(0027,xx62)"
0029,xx36,GEIIS_RA1000,DA,,Softcopy VOI LUT Sequence:Referenced Image Sequence:Unknown,func:hash_increment_date,False,"(0028,3110)[<0>](0008,1140)[<1>](0029,xx36)"
0029,xx37,GEIIS_RA1000,TM,,Softcopy VOI LUT Sequence:Referenced Image Sequence:Unknown,keep,False,"(0028,3110)[<0>](0008,1140)[<1>](0029,xx37)"
0029,xx01,MMCPrivate,IS,,Slice Number,keep,False,"(0029,xx01)"
0029,xx01,MITRA PRESENTATION 1.0,LO,,Window Width,keep,False,"(0029,xx01)"
0029,xx02,MMCPrivate,IS,,Phase Number,keep,False,"(0029,xx02)"
0029,xx02,MITRA PRESENTATION 1.0,LO,,Window Centre,keep,False,"(0029,xx02)"
0029,xx02,SIEMENS SYNGO ADVANCED PRESENTATION,SQ,,Advanced Presentation Sequence,keep,False,"(0029,xx02)"
0029,xx00,SIEMENS SYNGO ADVANCED PRESENTATION,ST,,Advanced Presentation Sequence:Presentation Name,keep,False,"(0029,xx02)[<0>](0029,xx00)"
0029,xx01,SIEMENS SYNGO ADVANCED PRESENTATION,CS,,Advanced Presentation Sequence:Presentation Type,keep,False,"(0029,xx02)[<0>](0029,xx01)"
