Group,Element,Private Creator,VR,VM,Meaning,Rtn. Safe Priv. Opt.,IsInDICOMRetainSafePrivateTags,TCIA element_sig_pattern
0029,xx60,SIEMENS MED MG,US,,List of Text Position,keep,False,"(0029,xx60)"
0029,xx62,MMCPrivate,CS,,AcquisitionContrast,keep,False,"(0029,xx62)"
0029,xx75,MMCPrivate,CS,,Complex Image Component,keep,False,"(0029,xx75)"
0029,xx78,MMCPrivate,CS,,Multiple Spin Echo,keep,False,"(0029,xx78)"
0029,xx79,MMCPrivate,CS,,Multi Planar Excitation,keep,False,"(0029,xx79)"
0029,xx7a,MMCPrivate,CS,,Phase Contrast,keep,False,"(0029,xx7a)"
0029,xx7b,MMCPrivate,CS,,Time of Flight Contrast,keep,False,"(0029,xx7b)"
0029,xx7d,MMCPrivate,CS,,Echo Planar Pulse Sequence,keep,False,"(0029,xx7d)"
0029,xxc8,MMCPrivate,SH,,RephaseOrderSlice,keep,False,"(0029,xxc8)"
0029,xxc9,MMCPrivate,SH,,RephaseOrderPhase,keep,False,"(0029,xxc9)"
0029,xxca,MMCPrivate,SH,,RephaseOrderFreq,keep,False,"(0029,xxca)"
0029,xxd0,MMCPrivate,LO,,AcqModeSliceDir,keep,False,"(0029,xxd0)"
0029,xxd1,MMCPrivate,LO,,IRThicknessRatio,keep,False,"(0029,xxd1)"
0029,xxd5,MMCPrivate,UI,,EnhancedSopInstanceUid,keep,False,"(0029,xxd5)"
0029,xxd6,MMCPrivate,LO,,PolarityOfPhaseEncoding,keep,False,"(0029,xxd6)"
0029,xxd7,MMCPrivate,OB,,PresentationStates,keep,False,"(0029,xxd7)"
0033,xx10,SIEMENS MED NM,FL,,COR Data for Detector 1,keep,False,"(0033,xx10)"
0033,xx11,SIEMENS MED NM,FL,,COR Data for Detector 2,keep,False,"(0033,xx11)"
0033,xx14,SIEMENS MED NM,FL,,MHR ( Y-Shift) data for detector 1,keep,False,"(0033,xx14)"
0033,xx15,SIEMENS MED NM,FL,,MHR ( Y-Shift) data for detector 2,keep,False,"(0033,xx15)"
0033,xx18,SIEMENS MED NM,FL,,NCO Data for detector 1,keep,False,"(0033,xx18)"
0033,xx19,SIEMENS MED NM,FL,,NCO Data for detector 2,keep,False,"(0033,xx19)"
0033,xx22,SIEMENS MED NM,SS,,Bed U/D correction data,keep,False,"(0033,xx22)"
0033,xx23,SIEMENS MED NM,SS,,Gantry L/R Correction Data,keep,False,"(0033,xx23)"
0033,xx24,SIEMENS MED NM,FL,,BackProjection Correction angle head 1,keep,False,"(0033,xx24)"
0033,xx25,SIEMENS MED NM,FL,,BackProjection Correction angle head 2,keep,False,"(0033,xx25)"
0033,xx28,SIEMENS MED NM,SL,,MHR calibrations,keep,False,"(0033,xx28)"
0033,xx29,SIEMENS MED NM,FL,,Crystal thickness,keep,False,"(0033,xx29)"
0033,xx30,SIEMENS MED NM,LO,,Preset name used for acquisition,keep,False,"(0033,xx30)"
0033,xx30,GEMS_GENIE_1,UL,,Allocate Trigger Buffer,keep,False,"(0033,xx30)"
0033,xx31,SIEMENS MED NM,FL,,Camera Config Angle,keep,False,"(0033,xx31)"
0033,xx32,SIEMENS MED NM,LO,,Crystal Type,keep,False,"(0033,xx32)"
0033,xx33,GEMS_GENIE_1,UL,,Number of Triggers,keep,False,"(0033,xx33)"
0033,xx34,GEMS_GENIE_1,UL,,Trigger Size,keep,False,"(0033,xx34)"
0033,xx35,GEMS_GENIE_1,UL,,Trigger Data Size,keep,False,"(0033,xx35)"
0033,xx36,GEMS_GENIE_1,OB,,Trigger Data,keep,False,"(0033,xx36)"
0033,xx37,SIEMENS MED NM,SL,,Starburst flags at image acq time,keep,False,"(0033,xx37)"
0033,xx38,SIEMENS MED NM,FL,,Pixel Scale factor,keep,False,"(0033,xx38)"
0035,xx00,SIEMENS MED NM,LO,,Coincidence or Profile or SPECT,keep,False,"(0035,xx00)"
0035,xx01,SIEMENS MED NM,LO,,Transmission or Emission,keep,False,"(0035,xx01)"
00e1,xx21,ELSCINT1,DS,1,DLP,keep,True,"(0040,030e)[<0>](00e1,xx21)"
00e1,xx37,ELSCINT1,DS,,Exposure Dose Sequence:Total Dose Savings,keep,False,"(0040,030e)[<0>](00e1,xx37)"
01e1,xx26,ELSCINT1,CS,1,Phantom Type,keep,True,"(0040,030e)[<0>](01e1,xx26)"
01f1,xx27,ELSCINT1,DS,1,Rotation Time,keep,True,"(0040,030e)[<0>](01f1,xx27)"
0041,xx01,SIEMENS MED NM,SL,,Whole Body Tomo Position Index,keep,False,"(0041,xx01)"
0041,xx02,SIEMENS MED NM,SL,,Whole Body Tomo Number of Positions,keep,False,"(0041,xx02)"
0041,xx03,SIEMENS MED NM,FL,,Horizontal Table Position of CT scan,keep,False,"(0041,xx03)"
0041,xx05,SIEMENS MED NM,FD,,Long Linear Drive Information for Detector 1,keep,False,"(0041,xx05)"
0041,xx06,SIEMENS MED NM,FD,,Long Linear Drive Information for Detector 2,keep,False,"(0041,xx06)"
0041,xx07,SIEMENS MED NM,FD,,Trunnion Information for Detector 1,keep,False,"(0041,xx07)"
0041,xx08,SIEMENS MED NM,FD,,Trunnion Information for Detector 2,keep,False,"(0041,xx08)"
0041,xx09,SIEMENS MED NM,FL,,Broad Beam Factor,keep,False,"(0041,xx09)"
0041,xx0a,SIEMENS MED NM,FD,,Original Wholebody Position,keep,False,"(0041,xx0a)"
0041,xx10,SIEMENS MED NM,FL,,Effective Emission Energy,keep,False,"(0041,xx10)"
0043,xx01,SIEMENS MED NM,FL,,Detector View Angle,keep,False,"(0043,xx01)"
0043,xx01,GEMS_PARM_01,OB,,Bitmap Of Prescan Options,keep,False,"(0043,xx01)"
0043,xx02,SIEMENS MED NM,FD,,Transformation Matrix,keep,False,"(0043,xx02)"
0043,xx02,GEMS_PARM_01,OB,,Gradient Offset In X,keep,False,"(0043,xx02)"
0043,xx03,SIEMENS MED NM,FL,,View Dependent Y Shift MHR For Detector 1,keep,False,"(0043,xx03)"
0043,xx03,GEMS_PARM_01,OB,,Gradient Offset In Y,keep,False,"(0043,xx03)"
0043,xx04,SIEMENS MED NM,FL,,View Dependent Y Shift MHR For Detector 2,keep,False,"(0043,xx04)"
0043,xx04,GEMS_PARM_01,OB,,Gradient Offset In Z,keep,False,"(0043,xx04)"
0043,xx06,GEMS_PARM_01,OB,,Number Of EPI Shots,keep,False,"(0043,xx06)"
0043,xx07,GEMS_PARM_01,OB,,Views Per Segment,keep,False,"(0043,xx07)"
0043,xx08,GEMS_PARM_01,OB,,Respiratory Rate In BPM,keep,False,"(0043,xx08)"
0043,xx09,GEMS_PARM_01,OB,,Respiratory Trigger Point,keep,False,"(0043,xx09)"
0043,xx0a,GEMS_PARM_01,OB,,Type Of Receiver Used,keep,False,"(0043,xx0a)"
0043,xx0b,GEMS_PARM_01,DS,,dB/dt Peak Rate Of Change Of Gradient Field,keep,False,"(0043,xx0b)"
0043,xx0c,GEMS_PARM_01,DS,,dB/dt Limits In Units Of Percent,keep,False,"(0043,xx0c)"
0043,xx0d,GEMS_PARM_01,DS,,PSD Estimated Limit,keep,False,"(0043,xx0d)"
0043,xx0e,GEMS_PARM_01,DS,,PSD Estimated Limit In Tesla Per Second,keep,False,"(0043,xx0e)"
0043,xx0f,GEMS_PARM_01,DS,,SAR Avg Head,keep,False,"(0043,xx0f)"
0043,xx10,GEMS_PARM_01,OB,,Window Value,keep,False,"(0043,xx10)"
0043,xx11,GEMS_PARM_01,US,,Total Input Views,keep,False,"(0043,xx11)"
0043,xx12,GEMS_PARM_01,OB,,Xray Chain,keep,False,"(0043,xx12)"
0043,xx13,GEMS_PARM_01,SS,,Recon Kernel Parameters,keep,False,"(0043,xx13)"
0043,xx14,GEMS_PARM_01,SS,,Calibration Parameters,keep,False,"(0043,xx14)"
0043,xx15,GEMS_PARM_01,SS,,Total Output Views,keep,False,"(0043,xx15)"
0043,xx16,GEMS_PARM_01,OB,,Number Of Overranges,keep,False,"(0043,xx16)"
0043,xx17,GEMS_PARM_01,DS,,IBH Image Scale Factors,keep,False,"(0043,xx17)"
0043,xx18,GEMS_PARM_01,DS,,BBH Coefficients,keep,False,"(0043,xx18)"
0043,xx19,GEMS_PARM_01,SS,,Number Of BBH Chains To Blend,keep,False,"(0043,xx19)"
0043,xx1a,GEMS_PARM_01,SL,,Starting Channel Number,keep,False,"(0043,xx1a)"
0043,xx1b,GEMS_PARM_01,SS,,PPScan Parameters,keep,False,"(0043,xx1b)"
0043,xx1c,GEMS_PARM_01,OB,,GE Image Integrity,keep,False,"(0043,xx1c)"
0043,xx1d,GEMS_PARM_01,OB,,Level Value,keep,False,"(0043,xx1d)"
0043,xx1e,GEMS_PARM_01,DS,,Delta Start Time,keep,False,"(0043,xx1e)"
0043,xx1f,GEMS_PARM_01,OB,,Max Overranges In A View,keep,False,"(0043,xx1f)"
0043,xx20,GEMS_PARM_01,DS,,Avg Overranges All Views,keep,False,"(0043,xx20)"
0043,xx21,GEMS_PARM_01,OB,,Corrected Afterglow Terms,keep,False,"(0043,xx21)"
0043,xx25,GEMS_PARM_01,OB,,Reference Channels,keep,False,"(0043,xx25)"
0043,xx26,GEMS_PARM_01,OB,,No Views Ref Channels Blocked,keep,False,"(0043,xx26)"
0043,xx27,GEMS_PARM_01,LO,,Scan Pitch Ratio,keep,False,"(0043,xx27)"
0043,xx2b,GEMS_PARM_01,OB,,Private Scan Options,keep,False,"(0043,xx2b)"
0043,xx2c,GEMS_PARM_01,OB,,Effective Echo Spacing,keep,False,"(0043,xx2c)"
0043,xx2d,GEMS_PARM_01,OB,,Filter Mode,keep,False,"(0043,xx2d)"
0043,xx2e,GEMS_PARM_01,OB,,String Slop Field 2,keep,False,"(0043,xx2e)"
0043,xx2f,GEMS_PARM_01,OB,,"Image Type (Real,Imaginary,Phase,Magnitude)",keep,False,"(0043,xx2f)"
0043,xx30,GEMS_PARM_01,OB,,Vas Collapse Flag,keep,False,"(0043,xx30)"
0043,xx31,GEMS_PARM_01,DS,,RA Cord of Target Recon Center,keep,False,"(0043,xx31)"
0043,xx32,GEMS_PARM_01,OB,,Vas Flags,keep,False,"(0043,xx32)"
0043,xx33,GEMS_PARM_01,FL,,Neg Scan Spacing,keep,False,"(0043,xx33)"
0043,xx34,GEMS_PARM_01,IS,,Offset Frequency,keep,False,"(0043,xx34)"
0043,xx35,GEMS_PARM_01,OB,,User Usage Tag,keep,False,"(0043,xx35)"
0043,xx36,GEMS_PARM_01,OB,,User Fill Map MSW,keep,False,"(0043,xx36)"
0043,xx37,GEMS_PARM_01,OB,,User Fill Map LSW,keep,False,"(0043,xx37)"
0043,xx38,GEMS_PARM_01,FL,,User 25 To User 48,keep,False,"(0043,xx38)"
0043,xx39,GEMS_PARM_01,IS,4,1stvalue is B Value,keep,True,"(0043,xx39)"
0043,xx40,GEMS_PARM_01,FL,,Trigger On Position,keep,False,"(0043,xx40)"
0043,xx41,GEMS_PARM_01,FL,,Degree Of Rotation,keep,False,"(0043,xx41)"
0043,xx42,GEMS_PARM_01,OB,,DAS Trigger Source,keep,False,"(0043,xx42)"
0043,xx43,GEMS_PARM_01,OB,,DAS Fpa Gain,keep,False,"(0043,xx43)"
0043,xx44,GEMS_PARM_01,OB,,DAS Output Source,keep,False,"(0043,xx44)"
0043,xx45,GEMS_PARM_01,OB,,DAS Ad Input,keep,False,"(0043,xx45)"
0043,xx46,GEMS_PARM_01,OB,,DAS Cal Mode,keep,False,"(0043,xx46)"
0043,xx47,GEMS_PARM_01,SL,,DAS Cal Frequency,keep,False,"(0043,xx47)"
0043,xx48,GEMS_PARM_01,SL,,DAS Reg Xm,keep,False,"(0043,xx48)"
0043,xx49,GEMS_PARM_01,SL,,DAS Auto Zero,keep,False,"(0043,xx49)"
0043,xx4a,GEMS_PARM_01,SS,,Starting Channel Of View,keep,False,"(0043,xx4a)"
0043,xx4b,GEMS_PARM_01,SL,,DAS Xm Pattern,keep,False,"(0043,xx4b)"
0043,xx4c,GEMS_PARM_01,SS,,TGGC Trigger Mode,keep,False,"(0043,xx4c)"
0043,xx4d,GEMS_PARM_01,FL,,Start Scan To Xray On Delay,keep,False,"(0043,xx4d)"
0043,xx4e,GEMS_PARM_01,FL,,Duration Of Xray On,keep,False,"(0043,xx4e)"
0043,xx64,GEMS_PARM_01,CS,,Image Filter,keep,False,"(0043,xx64)"
0043,xx65,GEMS_PARM_01,OB,,Motion Correction Indicator,keep,False,"(0043,xx65)"
0043,xx66,GEMS_PARM_01,OB,,Helical Correction Indicator,keep,False,"(0043,xx66)"
0043,xx67,GEMS_PARM_01,OB,,IBO Correction Indicator,keep,False,"(0043,xx67)"
0043,xx68,GEMS_PARM_01,OB,,XT Correction Indicator,keep,False,"(0043,xx68)"
0043,xx69,GEMS_PARM_01,OB,,Q-cal Correction Indicator,keep,False,"(0043,xx69)"
0043,xx6a,GEMS_PARM_01,OB,,AV Correction Indicator,keep,False,"(0043,xx6a)"
0043,xx6b,GEMS_PARM_01,OB,,L-MDK Correction Indicator,keep,False,"(0043,xx6b)"
0043,xx6c,GEMS_PARM_01,IS,,Detector Row,keep,False,"(0043,xx6c)"
0043,xx6d,GEMS_PARM_01,OB,,Area Size,keep,False,"(0043,xx6d)"
0043,xx6e,GEMS_PARM_01,OB,,Auto mA Mode,keep,False,"(0043,xx6e)"
0043,xx6f,GEMS_PARM_01,DS,3-4,Scanner Table Entry + Gradient Coil Selected,keep,True,"(0043,xx6f)"
0043,xx73,GEMS_PARM_01,US,,Experiment Type,keep,False,"(0043,xx73)"
0043,xx74,GEMS_PARM_01,US,,Number of Rest Volumes,keep,False,"(0043,xx74)"
0043,xx79,GEMS_PARM_01,US,,Slices Per Volume,keep,False,"(0043,xx79)"
0043,xx7a,GEMS_PARM_01,US,,Expected Time Points,keep,False,"(0043,xx7a)"
0043,xx7b,GEMS_PARM_01,FL,,Regressor Values,keep,False,"(0043,xx7b)"
0043,xx7d,GEMS_PARM_01,OB,,Recon Mode Flag Word,keep,False,"(0043,xx7d)"
0043,xx81,GEMS_PARM_01,LO,,GE Coil Name,keep,False,"(0043,xx81)"
0043,xx82,GEMS_PARM_01,IS,,System Configuration Information,keep,False,"(0043,xx82)"
0043,xx83,GEMS_PARM_01,DS,,Asset R Factors,keep,False,"(0043,xx83)"
0043,xx84,GEMS_PARM_01,LO,,Additional Asset Data,keep,False,"(0043,xx84)"
0043,xx88,GEMS_PARM_01,LO,,PURE Acquisition Calibration Series UID,func:generate_hashuid,False,"(0043,xx88)"
0043,xx89,GEMS_PARM_01,LO,,"Governing Body, dB/dt, and SAR definition",keep,False,"(0043,xx89)"
0043,xx8a,GEMS_PARM_01,CS,,Private In-Plane Phase Encoding Direction,keep,False,"(0043,xx8a)"
0043,xx90,GEMS_PARM_01,LO,,SAR Definition,keep,False,"(0043,xx90)"
0043,xx91,GEMS_PARM_01,DS,,SAR Value,keep,False,"(0043,xx91)"
0043,xx94,GEMS_PARM_01,DS,,Spectro Ratio Values,keep,False,"(0043,xx94)"
0043,xx95,GEMS_PARM_01,DS,,Prescan Reuse String,keep,False,"(0043,xx95)"
0043,xx96,GEMS_PARM_01,CS,,Content Qualification,keep,False,"(0043,xx96)"
0043,xx97,GEMS_PARM_01,DS,,Image Filtering Parameters,keep,False,"(0043,xx97)"
0043,xx98,GEMS_PARM_01,LO,,ASSET Acquisition Calibration Series UID,func:generate_hashuid,False,"(0043,xx98)"
0043,xx99,GEMS_PARM_01,LO,,Extended Options,keep,False,"(0043,xx99)"
0043,xx9a,GEMS_PARM_01,IS,,Rx Stack Identification,keep,False,"(0043,xx9a)"
0043,xx9b,GEMS_PARM_01,DS,,NPW factor,keep,False,"(0043,xx9b)"
0043,xxa8,GEMS_PARM_01,DS,,"Dual Drive Mode, Amplitude Attentuation and Phase Offset",keep,False,"(0043,xxa8)"
0043,xxa9,GEMS_PARM_01,LO,,Unknown,keep,False,"(0043,xxa9)"
0043,xxaa,GEMS_PARM_01,LO,,Additional Filtering Parameters,keep,False,"(0043,xxaa)"
0043,xxb5,GEMS_PARM_01,LO,,MR Table Position Information,keep,False,"(0043,xxb5)"
0043,xxb6,GEMS_PARM_01,LO,,Multiband Parameters,keep,False,"(0043,xxb6)"
0043,xxbb,GEMS_PARM_01,LO,,Pixel Information,keep,False,"(0043,xxbb)"
0045,xx01,SIEMENS MED NM,LO,,Planar Processing String,keep,False,"(0045,xx01)"
0045,xx01,GEMS_HELIOS_01,OB,,Number of Macro Rows in Detector,keep,False,"(0045,xx01)"
0045,xx02,GEMS_HELIOS_01,FL,1,Macro width at ISO Center,keep,True,"(0045,xx02)"
0045,xx03,GEMS_HELIOS_01,OB,,DAS type,keep,False,"(0045,xx03)"
0045,xx04,GEMS_HELIOS_01,OB,,DAS gain,keep,False,"(0045,xx04)"
0045,xx06,GEMS_HELIOS_01,CS,,Table Direction,keep,False,"(0045,xx06)"
0045,xx06,GEMS_SENO_02,DS,,Angulation,keep,False,"(0045,xx06)"
0045,xx07,GEMS_HELIOS_01,FL,,Z smoothing Factor,keep,False,"(0045,xx07)"
0045,xx08,GEMS_HELIOS_01,OB,,View Weighting Mode,keep,False,"(0045,xx08)"
0045,xx09,GEMS_HELIOS_01,OB,,Sigma Row number,keep,False,"(0045,xx09)"
0045,xx0a,GEMS_HELIOS_01,FL,,Minimum DAS value,keep,False,"(0045,xx0a)"
0045,xx0b,GEMS_HELIOS_01,FL,,Maximum Offset Value,keep,False,"(0045,xx0b)"
0045,xx0c,GEMS_HELIOS_01,OB,,Number of Views shifted,keep,False,"(0045,xx0c)"
0045,xx0d,GEMS_HELIOS_01,OB,,Z tracking Flag,keep,False,"(0045,xx0d)"
0045,xx0e,GEMS_HELIOS_01,FL,,Mean Z error,keep,False,"(0045,xx0e)"
0045,xx0f,GEMS_HELIOS_01,FL,,Z tracking Error,keep,False,"(0045,xx0f)"
0045,xx10,GEMS_HELIOS_01,OB,,Start View 2A,keep,False,"(0045,xx10)"
0045,xx11,GEMS_HELIOS_01,OB,,Number of Views 2A,keep,False,"(0045,xx11)"
0045,xx12,GEMS_HELIOS_01,OB,,Start View 1A,keep,False,"(0045,xx12)"
0045,xx13,GEMS_HELIOS_01,OB,,Sigma Mode,keep,False,"(0045,xx13)"
0045,xx14,GEMS_HELIOS_01,OB,,Number of Views 1A,keep,False,"(0045,xx14)"
0045,xx15,GEMS_HELIOS_01,OB,,Start View 2B,keep,False,"(0045,xx15)"
0045,xx16,GEMS_HELIOS_01,OB,,Number Views 2B,keep,False,"(0045,xx16)"
0045,xx17,GEMS_HELIOS_01,OB,,Start View 1B,keep,False,"(0045,xx17)"
0045,xx18,GEMS_HELIOS_01,OB,,Number of Views 1B,keep,False,"(0045,xx18)"
0045,xx1b,GEMS_SENO_02,CS,,Clinical View,keep,False,"(0045,xx1b)"
0045,xx20,GEMS_SENO_02,DS,,Mean Of Region Gray Levels,keep,False,"(0045,xx20)"
0045,xx21,GEMS_HELIOS_01,OB,,Iterbone Flag,keep,False,"(0045,xx21)"
0045,xx22,GEMS_HELIOS_01,OB,,PeristalticFlag,keep,False,"(0045,xx22)"
0045,xx29,GEMS_SENO_02,DS,,WindowingParameters,keep,False,"(0045,xx29)"
0045,xx2a,GEMS_SENO_02,IS,,Crosshair Cursor X Coordinates,keep,False,"(0045,xx2a)"
0045,xx2b,GEMS_SENO_02,IS,,Crosshair Cursor Y Coordinates,keep,False,"(0045,xx2b)"
0045,xx32,GEMS_HELIOS_01,FL,,TemporalResolution,keep,False,"(0045,xx32)"
0045,xx33,GEMS_HELIOS_01,CS,,PctRpeakDelay,keep,False,"(0045,xx33)"
0045,xx3b,GEMS_HELIOS_01,LO,,NoiseReductionImageFilterDesc,keep,False,"(0045,xx3b)"
0045,xx50,GEMS_SENO_02,UI,,Fallback Instance UID (CR or SC),func:generate_hashuid,False,"(0045,xx50)"
0045,xx51,GEMS_SENO_02,UI,,Fallback Series UID (CR or SC),func:generate_hashuid,False,"(0045,xx51)"
0045,xx52,GEMS_SENO_02,IS,,Raw Diagnostic Low,keep,False,"(0045,xx52)"
0045,xx53,GEMS_SENO_02,IS,,Raw Diagnostic High,keep,False,"(0045,xx53)"
0045,xx54,GEMS_SENO_02,DS,,Exponent,keep,False,"(0045,xx54)"
0045,xx55,GEMS_SENO_02,IS,,A Coefficients,keep,False,"(0045,xx55)"
0045,xx56,GEMS_SENO_02,DS,,Noise Reduction Sensitivity,keep,False,"(0045,xx56)"
0045,xx57,GEMS_SENO_02,DS,,Noise Reduction Threshold,keep,False,"(0045,xx57)"
0045,xx62,GEMS_SENO_02,IS,,User Window Center,keep,False,"(0045,xx62)"
0045,xx63,GEMS_SENO_02,IS,,User Window Width,keep,False,"(0045,xx63)"
0045,xx65,GEMS_SENO_02,IS,,Detector Entrance Dose,keep,False,"(0045,xx65)"
0045,xx66,GEMS_HELIOS_01,IS,,Unknown,keep,False,"(0045,xx66)"
0045,xx66,GEMS_SENO_02,IS,,Asymmetrical Collimation Information,keep,False,"(0045,xx66)"
0045,xx71,GEMS_SENO_02,DS,,STX Buffer,keep,False,"(0045,xx71)"
0045,xx72,GEMS_SENO_02,DS,,Image Crop Point,keep,False,"(0045,xx72)"
0045,xxa7,GEMS_SENO_02,LT,,Reconstruction Parameters,keep,False,"(0045,xxa7)"
004b,xx01,GEMS_CT_HINO_01,DS,,Beam Thickess,keep,False,"(004b,xx01)"
0051,xx01,GEMS_FUNCTOOL_01,LO,,Functional Proc Group Name,keep,False,"(0051,xx01)"
0051,xx01,GEMS_CT_VES_01,OB,,CTVESequence,keep,False,"(0051,xx01)"
0051,xx02,GEMS_FUNCTOOL_01,LO,,Function Processing Name,keep,False,"(0051,xx02)"
0051,xx03,GEMS_FUNCTOOL_01,FL,,Bias of Functional Image,keep,False,"(0051,xx03)"
0051,xx04,GEMS_FUNCTOOL_01,FL,,Scale of Functional Image,keep,False,"(0051,xx04)"
0051,xx05,GEMS_FUNCTOOL_01,SL,,Length of Parameters String,keep,False,"(0051,xx05)"
0051,xx06,GEMS_FUNCTOOL_01,LO,,Store Parameters String,keep,False,"(0051,xx06)"
0051,xx07,GEMS_FUNCTOOL_01,LO,,Functional Image Version,keep,False,"(0051,xx07)"
0051,xx08,SIEMENS MR HEADER,CS,,CSA Image Header Type,keep,False,"(0051,xx08)"
0051,xx08,GEMS_FUNCTOOL_01,SL,,Store Color Ramp Index,keep,False,"(0051,xx08)"
0051,xx09,SIEMENS MR HEADER,LO,,CSA Image Header Version,keep,False,"(0051,xx09)"
0051,xx09,GEMS_FUNCTOOL_01,SL,,Store Width of Functional Image,keep,False,"(0051,xx09)"
0051,xx0a,GEMS_FUNCTOOL_01,SL,,Store Level of Functional Image,keep,False,"(0051,xx0a)"
0051,xx0b,GEMS_FUNCTOOL_01,FL,,Store B-Value with Functional Image,keep,False,"(0051,xx0b)"
0051,xx0b,SIEMENS MR HEADER,LO,,Acquisition Matrix Text,keep,False,"(0051,xx0b)"
0051,xx0c,GEMS_FUNCTOOL_01,LO,,Analysis Package,keep,False,"(0051,xx0c)"
0051,xx0e,GEMS_FUNCTOOL_01,UN,,Unknown,keep,False,"(0051,xx0e)"
0051,xx0f,SIEMENS MR HEADER,LO,,Coil String,keep,False,"(0051,xx0f)"
0051,xx13,SIEMENS MR HEADER,OB,,Positive PCS Directions,keep,False,"(0051,xx13)"
0053,xx01,GEHC_CT_ADVAPP_001,FL,,MultiEnergyNoiseRedBlendingFact,keep,False,"(0053,xx01)"
0053,xx02,GEHC_CT_ADVAPP_001,FL,,MultiEnergyNoiseRedScaleFact,keep,False,"(0053,xx02)"
0053,xx03,GEHC_CT_ADVAPP_001,IS,,MultiEnergyMDTransformEnergies,keep,False,"(0053,xx03)"
0053,xx20,GEHC_CT_ADVAPP_001,IS,,Shuttle Flag,keep,False,"(0053,xx20)"
0053,xx40,GEHC_CT_ADVAPP_001,OB,,Iterative Recon Annotation,keep,False,"(0053,xx40)"
0053,xx41,GEHC_CT_ADVAPP_001,OB,,Iterative Recon Mode,keep,False,"(0053,xx41)"
0053,xx42,GEHC_CT_ADVAPP_001,LO,,Iterative Recon Configuration,keep,False,"(0053,xx42)"
0053,xx43,GEHC_CT_ADVAPP_001,OB,,Iterative Recon Level,keep,False,"(0053,xx43)"
0053,xx60,GEHC_CT_ADVAPP_001,OB,,Recon Flip RotateA nno,keep,False,"(0053,xx60)"
0053,xx61,GEHC_CT_ADVAPP_001,OB,,High Resolution Flag,keep,False,"(0053,xx61)"
0053,xx62,GEHC_CT_ADVAPP_001,OB,,Respiratory Flag,keep,False,"(0053,xx62)"
0053,xx63,GEHC_CT_ADVAPP_001,CS,,Image Position Patient Setting,keep,False,"(0053,xx63)"
0053,xx64,GEHC_CT_ADVAPP_001,IS,,Shutter Mode,keep,False,"(0053,xx64)"
0053,xx65,GEHC_CT_ADVAPP_001,IS,,Shutter Mode Percent,keep,False,"(0053,xx65)"
0053,xx66,GEHC_CT_ADVAPP_001,LO,,Image Browser Annotation,keep,False,"(0053,xx66)"
0053,xx67,GEHC_CT_ADVAPP_001,IS,,Overlapped Recon Flag,keep,False,"(0053,xx67)"
0053,xx68,GEHC_CT_ADVAPP_001,OB,,Row Number Anotation Flag,keep,False,"(0053,xx68)"
0053,xx70,GEHC_CT_ADVAPP_001,IS,,MultiEnergySourceCount,keep,False,"(0053,xx70)"
0053,xx71,GEHC_CT_ADVAPP_001,LO,,MultiEnergyScanType,keep,False,"(0053,xx71)"
0053,xx72,GEHC_CT_ADVAPP_001,LO,,MultiEnergyReconType,keep,False,"(0053,xx72)"
0053,xx73,GEHC_CT_ADVAPP_001,LO,,MultiEnergyImageType,keep,False,"(0053,xx73)"
0053,xx74,GEHC_CT_ADVAPP_001,LO,,MultiEnergyMaterialType,keep,False,"(0053,xx74)"
0053,xx75,GEHC_CT_ADVAPP_001,DS,,MonchromaticEnergy,keep,False,"(0053,xx75)"
0053,xx79,GEHC_CT_ADVAPP_001,LO,,MultiEnergyAcqMethod,keep,False,"(0053,xx79)"
0053,xx7a,GEHC_CT_ADVAPP_001,SH,,MultiEnergyFeatAnnotName,keep,False,"(0053,xx7a)"
0053,xx7b,GEHC_CT_ADVAPP_001,SH,,MultiEnergyNoiseReduced,keep,False,"(0053,xx7b)"
0053,xx7c,GEHC_CT_ADVAPP_001,LO,,MultiEnergyNoiseReducdeMethod,keep,False,"(0053,xx7c)"
0053,xx7d,GEHC_CT_ADVAPP_001,LO,,SubOptimalIQString,keep,False,"(0053,xx7d)"
0053,xx7e,GEHC_CT_ADVAPP_001,DS,,MultiEnergyHighLowRatio,keep,False,"(0053,xx7e)"
0053,xx83,GEHC_CT_ADVAPP_001,DS,,AnnotationmA,keep,False,"(0053,xx83)"
0053,xx84,GEHC_CT_ADVAPP_001,DS,,CommandedFirstkVp,keep,False,"(0053,xx84)"
0053,xx85,GEHC_CT_ADVAPP_001,DS,,CommandedFirstmA,keep,False,"(0053,xx85)"
0053,xx86,GEHC_CT_ADVAPP_001,DS,,CommandedSecondkVp,keep,False,"(0053,xx86)"
0053,xx87,GEHC_CT_ADVAPP_001,DS,,CommandedSecondmA,keep,False,"(0053,xx87)"
0053,xx88,GEHC_CT_ADVAPP_001,SH,,MultiEnergyKVAnnotName,keep,False,"(0053,xx88)"
0053,xx89,GEHC_CT_ADVAPP_001,SH,,MultiEnergyKVUnitLabel,keep,False,"(0053,xx89)"
0053,xx8a,GEHC_CT_ADVAPP_001,LO,,MaterialType#1,keep,False,"(0053,xx8a)"
0053,xx8b,GEHC_CT_ADVAPP_001,LO,,MaterialType#2,keep,False,"(0053,xx8b)"
0053,xx8c,GEHC_CT_ADVAPP_001,LO,,GSIScanModePreset,keep,False,"(0053,xx8c)"
